geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-3.6938517 40.4881118),Ramón y Cajal vía 2,,stop_position,stop,,,,,Renfe,,,,,,,,-3.6938517,40.4881118
POINT (-3.6821615 40.5015362),Fuencarral,,station,station,,,,,Renfe,,,,,,,,-3.6821615,40.5015362
POINT (-3.6118583 40.4400766),,,stop_position,,,,,,,,,,,,,,-3.6118583,40.4400766
POINT (-3.6257359 40.4474459),,,stop_position,,,,,,,,,,,,,,-3.6257359,40.4474459
POINT (-3.6257981 40.4455281),,,stop_position,,,,,,,,,,,,,,-3.6257981,40.4455281
POINT (-3.6255517 40.4452645),,,stop_position,,,,,,,,,,,,,,-3.6255517,40.4452645
POINT (-3.6988206 40.4607814),,,stop_position,,,,,,,,,,,,,,-3.6988206,40.4607814
POINT (-3.7097125 40.4522607),,,stop_position,,,,,,,,,,,,,,-3.7097125,40.4522607
POINT (-3.7125083 40.4526596),,,stop_position,,,,,,,,,,,,,,-3.7125083,40.4526596
POINT (-3.6895891 40.452136),,,stop_position,,,,,,,,,,,,,,-3.6895891,40.452136
POINT (-3.6385831 40.43864),,,stop_position,,,,,,,,,,,,,,-3.6385831,40.43864
POINT (-3.6507316 40.4490222),,,stop_position,,,,,,,,,,,,,,-3.6507316,40.4490222
POINT (-3.6658494 40.4665043),,,stop_position,,,,,,,,,,,,,,-3.6658494,40.4665043
POINT (-3.6670947 40.4711273),,,stop_position,,,,,,,,,,,,,,-3.6670947,40.4711273
POINT (-3.649251 40.4320995),,,stop_position,,,,,,,,,,,,,,-3.649251,40.4320995
POINT (-3.6496959 40.4273369),,,stop_position,,,,,,,,,,,,,,-3.6496959,40.4273369
POINT (-3.6740141 40.4516411),,,stop_position,,,,,,,,,,,,,,-3.6740141,40.4516411
POINT (-3.6805869 40.4675047),Duque de Pastrana,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.6805869,40.4675047
POINT (-3.6737506 40.4713833),,,stop_position,,,,,,,,,,,,,,-3.6737506,40.4713833
POINT (-3.6775735 40.4681869),,,stop_position,,,,,,,,,,,,,,-3.6775735,40.4681869
POINT (-3.6675289 40.4512242),,,stop_position,,,,,,,,,,,,,,-3.6675289,40.4512242
POINT (-3.6861145 40.482454),Begoña,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.6861145,40.482454
POINT (-3.6956935 40.4693573),Ventilla,,,subway_entrance,,,,,,,,,,,,,-3.6956935,40.4693573
POINT (-3.6862453 40.4459984),,,stop_position,,,,,,,,,,,,,,-3.6862453,40.4459984
POINT (-3.6829703 40.359901),,,stop_position,,,,,,,,,,,,,,-3.6829703,40.359901
POINT (-3.7195884 40.4509028),,,stop_position,,,,,,,,,,,,,,-3.7195884,40.4509028
POINT (-3.7196743 40.4454093),,,stop_position,,,,,,,,,,,,,,-3.7196743,40.4454093
POINT (-3.7193004 40.4464026),Vicente Aleixandre,,stop_position,stop,,,,,Metro de Madrid,,,,no,,,,-3.7193004,40.4464026
POINT (-3.7242687 40.4673282),,,stop_position,,,,,,,,,,,,,,-3.7242687,40.4673282
POINT (-3.7260508 40.4439615),Ciudad Universitaria,,stop_position,stop,,,,,Metro de Madrid,,,,yes,,,,-3.7260508,40.4439615
POINT (-3.6936992 40.4878355),,,stop_position,,,,,,,,,,,,,,-3.6936992,40.4878355
POINT (-3.694226 40.4731737),,,stop_position,,,,,,,,,,,,,,-3.694226,40.4731737
POINT (-3.6958024 40.4154544),The Westin Palace,,,,,5,,Westin,Westin,,,,,Plaza de las Cortes,7,28014,-3.6958024,40.4154544
POINT (-3.7066997 40.4186548),Palacio San Martín,,,,,4,,,Intur,,,,,Plaza de San Martín,5,28013,-3.7066997,40.4186548
POINT (-3.7043155 40.4181423),Petit Palace Preciados,,,,,3,yes,Petit Palace Hotelity,Hoteatelier,,,24/7,yes,Calle de Galdo,2,28013,-3.7043155,40.4181423
POINT (-3.7035489 40.4175269),Hotel Europa,,,,,3,,,,,,,yes,Calle del Carmen,4,28013,-3.7035489,40.4175269
POINT (-3.7039628 40.4187423),Hotel Liabeny,,,,,4,,,,,,,,Calle de la Salud,3,28013,-3.7039628,40.4187423
POINT (-3.7028511 40.4189577),Petit Palace Plaza del Carmen,,,,,3,yes,Petit Palace Hotelity,Hotelatelier,,,24/7,yes,Plaza del Carmen,4,28013,-3.7028511,40.4189577
POINT (-3.7031275 40.419776),Hotel Arosa,,,,,4,,,,,,,,Calle de la Salud,21,28013,-3.7031275,40.419776
POINT (-3.7790303 40.4583815),,,stop_position,,,,,,,,,,,,,,-3.7790303,40.4583815
POINT (-3.7785489 40.4508146),,,stop_position,,,,,,,,,,,,,,-3.7785489,40.4508146
POINT (-3.6508156 40.4629278),,,stop_position,,,,,,,,,,,,,,-3.6508156,40.4629278
POINT (-3.6318713 40.4647772),,,stop_position,,,,,,,,,,,,,,-3.6318713,40.4647772
POINT (-3.6599505 40.4862666),,,stop_position,,,,,,,,,,,,,,-3.6599505,40.4862666
POINT (-3.6632278 40.4734681),,,stop_position,,,,,,,,,,,,,,-3.6632278,40.4734681
