geometry,name,amenity,public_transport,railway,highway,stars,internet_access,brand,operator,cuisine,rooms,opening_hours,wheelchair,addr:street,addr:housenumber,addr:postcode,lon,lat
POINT (-0.880606 41.6516624),Maza,,,,,2,,,,,,,,Plaza de España,7,,-0.880606,41.6516624
POINT (-0.9222957 41.6437768),Escuela Pignatelli,,platform,,bus_stop,,,,,,,,yes,,,,-0.9222957,41.6437768
POINT (-0.8884618 41.6730135),Pablo Ruiz Picasso 35,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8884618,41.6730135
POINT (-0.8710183 41.6783363),,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8710183,41.6783363
POINT (-0.8936355 41.646886),Avenida Francisco de Goya 90,,stop_position,,bus_stop,,,,,,,,,,,,-0.8936355,41.646886
POINT (-0.9709912 41.6857683),,,stop_position,,bus_stop,,,,,,,,,,,,-0.9709912,41.6857683
POINT (-0.8795846 41.6518174),Coso 55 (Teatro Principal),,platform,,bus_stop,,,,,,,,yes,,,,-0.8795846,41.6518174
POINT (-0.8808852 41.6547877),Río Arga,,,,,,wlan,,,,,,,Calle de Contamina,20,,-0.8808852,41.6547877
POINT (-0.8787649 41.6728966),Pablo Ruiz Picasso 5,,platform,,bus_stop,,,,,,,,yes,,,,-0.8787649,41.6728966
POINT (-0.8782612 41.6730697),Pablo Ruiz Picasso 2,,stop_position,,bus_stop,,,,,,,,yes,,,,-0.8782612,41.6730697
POINT (-0.8941211 41.6724323),,,stop_position,,bus_stop,,,,,,,,,,,,-0.8941211,41.6724323
POINT (-0.8869165 41.6489613),Paseo Pamplona 12,,platform,,bus_stop,,,,,,,,yes,,,,-0.8869165,41.6489613
POINT (-0.8762323 41.6498877),Plaza San Miguel,,platform,,bus_stop,,,,,,,,yes,,,,-0.8762323,41.6498877
POINT (-0.8579427 41.6325679),Instalaciones Avanza Zaragoza,,stop_position,,,,,,,,,,,,,,-0.8579427,41.6325679
POINT (-0.8589018 41.6456504),Rodrigo Rebolledo / Fray Luis Urbano,,platform,,bus_stop,,,,,,,,,,,,-0.8589018,41.6456504
POINT (-0.8766303 41.6553412),,,stop_position,,,,,,,,,,,,,,-0.8766303,41.6553412
POINT (-0.8881626 41.65506),Conde de Aranda 41,,stop_position,,bus_stop,,,,,,,,,,,,-0.8881626,41.65506
POINT (-0.8922256 41.6558552),Conde de Aranda / Plaza del Portillo,,platform,,bus_stop,,,,,,,,,,,,-0.8922256,41.6558552
POINT (-0.8802252 41.6518967),Coso 54 (Banco de España),,platform,,bus_stop,,,,,,,,,,,,-0.8802252,41.6518967
POINT (-0.8847461 41.6541757),Conde de Aranda 3 (Colegio),,stop_position,,bus_stop,,,,,,,,limited,,,,-0.8847461,41.6541757
POINT (-0.8936269 41.6555405),Paseo María Agustín 62,,stop_position,,,,,,,,,,,,,,-0.8936269,41.6555405
