geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,hdbscan_5_5,hdbscan_5_5_merged,hdbscan_5_5_merged
POINT (-3.7044677 40.4251457),Taberna Griega,,restaurant,,,,,Calle del Tesoro,6,28004,,,greek,-3.7044677,40.4251457,-1,-1,-1
POINT (-3.7046187 40.4251324),,vacant,,,,,,Calle del Tesoro,6,28004,,,,-3.7046187,40.4251324,-1,-1,-1
POINT (-3.703973 40.4254809),Ojalá,,restaurant,,,,,Calle de San Andrés,1,28004,,,international;local,-3.703973,40.4254809,1294,383,383
POINT (-3.7038336 40.4256384),Casa Camacho,,bar,,,,,Calle de San Andrés,4,28004,,,,-3.7038336,40.4256384,1294,383,383
POINT (-3.7036664 40.4265679),Dia,supermarket,,,,,,Calle de San Andrés,12,28004,Dia,,,-3.7036664,40.4265679,1334,217,217
POINT (-3.703364 40.4282435),,vacant,restaurant,,,,,Calle de San Andrés,38,28004,,,,-3.703364,40.4282435,-1,-1,-1
POINT (-3.651788 40.4384818),,,cafe,,,,,,,,,,,-3.651788,40.4384818,408,756,756
POINT (-3.6518471 40.4385758),Román,,cafe,,,,,,,,,,,-3.6518471,40.4385758,408,756,756
POINT (-3.6519678 40.4387166),Laso,,cafe,,,,,,,,,,,-3.6519678,40.4387166,408,756,756
POINT (-3.652067 40.4388345),Frutimundo,greengrocer,,,,,,,,,,,,-3.652067,40.4388345,408,756,756
POINT (-3.6578552 40.4356707),,,restaurant,,,,,,,,,,,-3.6578552,40.4356707,-1,-1,-1
POINT (-3.6568299 40.434522),,bakery,,,,,,Avenida Donostiarra,24,,,,,-3.6568299,40.434522,439,306,306
POINT (-3.6567367 40.4348827),Andrea,bakery,,,,,,,,,,,,-3.6567367,40.4348827,439,306,306
POINT (-3.6582253 40.435293),Retorno,,restaurant,,,,,,,,,,,-3.6582253,40.435293,440,306,306
POINT (-3.6563344 40.4348551),Río,,cafe,,,,,,,,,,,-3.6563344,40.4348551,439,306,306
POINT (-3.6556677 40.4326172),Oficina de Correos,,post_office,,,,,Calle del Alcalde López Casero,3,28027,Oficina de Correos,Correos,,-3.6556677,40.4326172,438,762,762
POINT (-3.6203865 40.4192559),Ibercaja,,bank,,,,,,,,Ibercaja,Ibercaja,,-3.6203865,40.4192559,164,268,268
POINT (-3.7014088 40.4151263),Taberna Fragua de Vulcano,,restaurant,,,,,Calle de Álvarez Gato,9,28012,,,regional,-3.7014088,40.4151263,1227,391,391
POINT (-3.7014446 40.4149712),Villa Rosa,,restaurant,,,,,Plaza de Santa Ana,15,28012,,,regional,-3.7014446,40.4149712,1227,391,391
POINT (-3.7019713 40.4151538),Las Bravas,,restaurant,,,,,Calle de Álvarez Gato,3,28012,,,regional,-3.7019713,40.4151538,-1,-1,-1
POINT (-3.7017065 40.4103086),Bodegas Lo Máximo,,bar,,,,,Calle de San Carlos,6,28012,,,,-3.7017065,40.4103086,-1,-1,-1
POINT (-3.6167914 40.4274594),Flores y plantas Roberto,florist,,,,,,Calle Pobladura del Valle,15,28037,,,,-3.6167914,40.4274594,169,687,687
POINT (-3.7040335 40.4179656),Mango,clothes,,,,,,,,,Mango,,,-3.7040335,40.4179656,1270,43,43
POINT (-3.7103943 40.4228781),Burger King,,fast_food,,,,,Gran Vía,69,28013,Burger King,,burger,-3.7103943,40.4228781,-1,-1,-1
POINT (-3.7108165 40.4231503),Lupita Cuzco,,restaurant,,,,,Gran Vía,73,28013,,,peruvian,-3.7108165,40.4231503,-1,-1,-1
POINT (-3.7100758 40.4231234),,vacant,,,,,,Gran Vía,76,28013,,,,-3.7100758,40.4231234,1177,47,47
POINT (-3.7107694 40.4231214),La Arepera,,restaurant,,,,,Gran Vía,71,28013,,,venezuelan,-3.7107694,40.4231214,-1,-1,-1
POINT (-3.7091911 40.4225598),Clarks,shoes,,,,,,Gran Vía,68,28013,Clarks,,,-3.7091911,40.4225598,1177,47,47
POINT (-3.7094576 40.4222367),Hostal Buenos Aires,,,guest_house,,,,Gran Vía,61,28013,,,,-3.7094576,40.4222367,1256,47,47
POINT (-3.7092199 40.4221347),La Casa de las Carcasas,mobile_phone_accessories,,,,,,Gran Vía,59,28013,La Casa de las Carcasas,,,-3.7092199,40.4221347,1258,47,47
POINT (-3.708693 40.4222356),Wok Garden,,restaurant,,,,,Gran Vía,64,28013,,,,-3.708693,40.4222356,1302,47,47
POINT (-3.7090445 40.4220247),La Toscana,,restaurant,,,,,Gran Vía,59,28013,,,italian,-3.7090445,40.4220247,1258,47,47
POINT (-3.7083084 40.4219943),La Sirena Verde,,restaurant,,,,,Gran Vía,60,28013,,,regional,-3.7083084,40.4219943,1302,47,47
POINT (-3.7082201 40.421942),BBVA,,bank,,,,,Gran Vía,60,28013,BBVA,,,-3.7082201,40.421942,-1,-1,-1
POINT (-3.7090951 40.4220558),Mesón El Jamón,,restaurant,,,,,Gran Vía,59,28013,,,regional,-3.7090951,40.4220558,1258,47,47
POINT (-3.7088707 40.4219154),Rodilla,,fast_food,,,,,Gran Vía,57,28013,Rodilla,,sandwich,-3.7088707,40.4219154,1258,47,47
POINT (-3.7083974 40.4215899),McDonald's,,fast_food,,,,,Gran Vía,55,28013,McDonald's,,burger,-3.7083974,40.4215899,1257,47,47
POINT (-3.7047663 40.4216466),Elemental Bistro,,restaurant,,,,,Corredera Baja de San Pablo,4,28004,,,,-3.7047663,40.4216466,1325,246,246
POINT (-3.7047343 40.4216762),Malpica,,restaurant,,,,,Corredera Baja de San Pablo,4,28004,,,regional,-3.7047343,40.4216762,1325,246,246
POINT (-3.7046594 40.4218524),8K Vision,fashion_accessories,,,,,,Corredera Baja de San Pablo,7,28004,,,,-3.7046594,40.4218524,1325,246,246
POINT (-3.7046742 40.4217326),Byblos,,restaurant,,,,,Corredera Baja de San Pablo,4,28004,,,lebanese,-3.7046742,40.4217326,1325,246,246
POINT (-3.7051639 40.4217979),Hostal del Mar,,,guest_house,,,,Calle de la Luna,6,28004,,,,-3.7051639,40.4217979,-1,-1,-1
POINT (-3.7050982 40.4217455),Hostal Santo Domingo,,,guest_house,,,,Calle de la Luna,6,28004,,,,-3.7050982,40.4217455,-1,-1,-1
POINT (-3.7041956 40.4221388),Maricastaña,,restaurant,,,,,Corredera Baja de San Pablo,12,28004,,,international,-3.7041956,40.4221388,1325,246,246
POINT (-3.7055554 40.4210245),Love Company,,restaurant,,,,,Calle de los Tudescos,4,28004,,,,-3.7055554,40.4210245,1300,414,414
POINT (-3.7054495 40.4211294),Next Level,,bar,,,,,Calle de los Tudescos,4,28004,,,,-3.7054495,40.4211294,1300,414,414
POINT (-3.7017445 40.4348255),Taberna La Mina,,bar,,,,,Calle General Álvarez de Castro,8,28010,,,tapas,-3.7017445,40.4348255,-1,-1,-1
POINT (-3.6163897 40.4219646),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6163897,40.4219646,238,113,113
POINT (-3.6149386 40.4228957),Serafín,butcher,,,,,,,,,,,,-3.6149386,40.4228957,238,113,113
POINT (-3.6148796 40.4228222),,greengrocer,,,,,,,,,,,,-3.6148796,40.4228222,238,113,113
POINT (-3.6149574 40.4228406),,chemist,,,,,,,,,,,,-3.6149574,40.4228406,238,113,113
POINT (-3.6151291 40.4229325),,supermarket,,,,,,,,,,,,-3.6151291,40.4229325,238,113,113
POINT (-3.6148796 40.4233674),,stationery,,,,,,,,,,,,-3.6148796,40.4233674,238,113,113
POINT (-3.6148448 40.4234287),,,cafe,,,,,,,,,,,-3.6148448,40.4234287,238,113,113
POINT (-3.6131482 40.4218775),,convenience,,,,,,,,,,,,-3.6131482,40.4218775,235,424,424
POINT (-3.6938122 40.5453356),Comedor,,restaurant,,,,,,,,,,,-3.6938122,40.5453356,16,637,637
POINT (-3.7073338 40.4247563),Los más canallas,,bar,,,,,Calle de San Bernardo,46,28015,,,,-3.7073338,40.4247563,-1,-1,-1
POINT (-3.7074605 40.425515),NAP,,restaurant,,,,,Calle de San Bernardo,51,28015,,,pizza,-3.7074605,40.425515,-1,-1,-1
POINT (-3.7072915 40.4252419),Cervecería Padrón,,restaurant,,,,,Calle de San Bernardo,56,28015,,,regional,-3.7072915,40.4252419,1332,213,213
POINT (-3.7074843 40.4254283),Frutas San Bernardo,greengrocer,,,,,,Calle de San Bernardo,51,28015,,,,-3.7074843,40.4254283,-1,-1,-1
POINT (-3.7074951 40.4253778),Studio G,hairdresser,,,,,,Calle de San Bernardo,51,28015,,,,-3.7074951,40.4253778,-1,-1,-1
POINT (-3.707336 40.4247855),,vacant,,,,,,Calle de San Bernardo,46,28015,,,,-3.707336,40.4247855,-1,-1,-1
POINT (-3.7072923 40.4253064),Style,clothes,,,,,,Calle de San Bernardo,56,28015,,,,-3.7072923,40.4253064,1332,213,213
POINT (-3.707329 40.4246882),,,restaurant,,,,,Calle de San Bernardo,46,28015,,,kebab,-3.707329,40.4246882,-1,-1,-1
POINT (-3.7073551 40.425697),Shito Ramen,,restaurant,,,,,Calle de San Bernardo,53,28015,,,ramen,-3.7073551,40.425697,1333,213,213
POINT (-3.7072208 40.4255612),Q & L,beauty,,,,,,Calle de San Bernardo,58,28015,,,,-3.7072208,40.4255612,1333,213,213
POINT (-3.7071632 40.425679),,vacant,,,,,,Calle de San Bernardo,60,28015,,,,-3.7071632,40.425679,-1,-1,-1
POINT (-3.7072263 40.4259096),,vacant,,,,,,Calle de San Bernardo,55,28015,,,,-3.7072263,40.4259096,1333,213,213
POINT (-3.7068998 40.4261303),Brutal Burrito,,fast_food,,,,,Calle de San Bernardo,64,28015,,,mexican,-3.7068998,40.4261303,1329,213,213
POINT (-3.7073987 40.4257603),Hostal Abel Victoriano,,,guest_house,,,,Calle de San Bernardo,55,28015,,,,-3.7073987,40.4257603,1333,213,213
POINT (-3.7073035 40.4257853),La Concha,,restaurant,,,,,Calle de San Bernardo,55,28015,,,regional,-3.7073035,40.4257853,1333,213,213
POINT (-3.7071668 40.4260105),La Doña,,cafe,,,,,Calle de San Bernardo,57,28015,,,,-3.7071668,40.4260105,1329,213,213
POINT (-3.7067835 40.4266709),Darling,clothes,,,,,,Calle de San Bernardo,65,28015,,,,-3.7067835,40.4266709,1329,213,213
POINT (-3.7067574 40.4267173),Florida Garden,florist,,,,,,Calle de San Bernardo,65,28015,,,,-3.7067574,40.4267173,1329,213,213
POINT (-3.7068455 40.4262304),Venecia,convenience,,,,,,Calle de San Bernardo,64,28015,,,,-3.7068455,40.4262304,1329,213,213
POINT (-3.7067337 40.426434),Tecnocasa,,,,,estate_agent,,Calle de San Bernardo,66,28015,Tecnocasa,,,-3.7067337,40.426434,1329,213,213
POINT (-3.706803 40.4263088),Venecia,hardware,,,,,,Calle de San Bernardo,64,28015,,,,-3.706803,40.4263088,1329,213,213
POINT (-3.7065848 40.4271352),La Pasa,,bar,,,,,Calle de San Bernardo,73,28015,,,,-3.7065848,40.4271352,1329,213,213
POINT (-3.7066588 40.4269697),Magumar,,restaurant,,,,,Calle de San Bernardo,69,28015,,,regional,-3.7066588,40.4269697,1329,213,213
POINT (-3.7067394 40.426791),,vacant,,,,,,Calle de San Bernardo,67,28015,,,,-3.7067394,40.426791,1329,213,213
POINT (-3.7066885 40.4269048),Impresionante,printing,,,,,,Calle de San Bernardo,69,28015,,,,-3.7066885,40.4269048,1329,213,213
POINT (-3.7066008 40.4270941),,convenience,,,,,,Calle de San Bernardo,71,28015,,,,-3.7066008,40.4270941,1329,213,213
POINT (-3.7065606 40.4271819),Sylhet,convenience,,,,,,Calle de San Bernardo,73,28015,,,,-3.7065606,40.4271819,1329,213,213
POINT (-3.7067104 40.4268498),Kinigol shop,clothes,,,,,,Calle de San Bernardo,67,28015,,,,-3.7067104,40.4268498,1329,213,213
POINT (-3.613399 40.4207987),Amanacer,hairdresser,,,,,,,,,,,,-3.613399,40.4207987,235,424,424
POINT (-3.6133078 40.4206659),,doityourself,,,,,,,,,,,,-3.6133078,40.4206659,235,424,424
POINT (-3.6128546 40.4204699),,convenience,,,,,,,,,,,,-3.6128546,40.4204699,235,424,424
POINT (-3.6131469 40.4203351),,,restaurant,,,,,,,,,,,-3.6131469,40.4203351,235,424,424
POINT (-3.6132408 40.4203065),,convenience,,,,,,,,,,,,-3.6132408,40.4203065,235,424,424
POINT (-3.6134017 40.4202555),El Olivo,,cafe,,,,,,,,,,,-3.6134017,40.4202555,235,424,424
POINT (-3.6134876 40.420231),La Santina,,cafe,,,,,,,,,,,-3.6134876,40.420231,235,424,424
POINT (-3.6136083 40.4202024),Huerta,greengrocer,,,,,,,,,,,,-3.6136083,40.4202024,235,424,424
POINT (-3.6136995 40.4201636),Caixabank,,bank,,,,,,,,Caixabank,,,-3.6136995,40.4201636,235,424,424
POINT (-3.6141232 40.4203515),UCEDA,,pub,,,,,,,,,,,-3.6141232,40.4203515,235,424,424
POINT (-3.6146972 40.4201534),Mariano,doityourself,,,,,,,,,,,,-3.6146972,40.4201534,235,424,424
POINT (-3.6149386 40.4200574),Cada día,bakery,,,,,,,,,,,,-3.6149386,40.4200574,235,424,424
POINT (-3.6147589 40.4197511),,,doctors,,doctor,,,,,,,,,-3.6147589,40.4197511,235,424,424
POINT (-3.6148608 40.4197287),Luisa Morales,hairdresser,,,,,,,,,,,,-3.6148608,40.4197287,235,424,424
POINT (-3.6150298 40.4196715),,convenience,,,,,,,,,,,,-3.6150298,40.4196715,235,424,424
POINT (-3.6151613 40.4196143),Mila,,cafe,,,,,,,,,,,-3.6151613,40.4196143,235,424,424
POINT (-3.6152954 40.4195714),Caixabank,,bank,,,,,,,,Caixabank,Caixabank,,-3.6152954,40.4195714,235,424,424
POINT (-3.6155126 40.4198614),,bakery,,,,,,,,,,,,-3.6155126,40.4198614,235,424,424
POINT (-3.6150459 40.4200329),Pizzería di Carlo,,restaurant,,,,,,,,,,pizza,-3.6150459,40.4200329,235,424,424
POINT (-3.6138657 40.4204434),El Desván,,restaurant,,,,,,,,,,,-3.6138657,40.4204434,235,424,424
POINT (-3.6146771 40.4233587),El horno de San Blas,bakery,,,,,,,,,,,,-3.6146771,40.4233587,238,113,113
POINT (-3.7054942 40.4207578),Hostal Milán,,,guest_house,,,,Calle de Miguel Moya,4,28004,,,,-3.7054942,40.4207578,-1,-1,-1
POINT (-3.7055795 40.4207309),La Prensa,,restaurant,,,,,Calle de Miguel Moya,4,28004,,,regional,-3.7055795,40.4207309,1300,414,414
POINT (-3.7057304 40.4205354),Ria,,bureau_de_change,,,,,Calle de Miguel Moya,1,28004,,,,-3.7057304,40.4205354,1301,47,47
POINT (-3.706068 40.4192126),El Cucurucho del Mar,,restaurant,,,,,Calle del Postigo de San Martín,6,28013,,,,-3.706068,40.4192126,1269,42,42
POINT (-3.7061442 40.4190885),La Gramola,music,,,,,,Calle del Postigo de San Martín,4,28013,,,,-3.7061442,40.4190885,1269,42,42
POINT (-3.7064053 40.4189367),,vacant,,,,,,Calle del Postigo de San Martín,3,28013,,,,-3.7064053,40.4189367,-1,-1,-1
POINT (-3.7070086 40.41774),Carlin,stationery,,,,,,Calle de San Martín,3,28013,Carlin,,,-3.7070086,40.41774,-1,-1,-1
POINT (-3.7069147 40.417628),Los Artesanos 1902,,cafe,,,,,Calle de San Martín,2,28013,,,,-3.7069147,40.417628,-1,-1,-1
POINT (-3.7070637 40.4176632),Madrid Grill,,restaurant,,,,,Calle de San Martín,3,28013,,,,-3.7070637,40.4176632,-1,-1,-1
POINT (-3.7077761 40.4164558),La Panoya,,bar,,,,,Calle de Bordadores,5,28013,,,,-3.7077761,40.4164558,1228,332,332
POINT (-3.7077263 40.4165193),Mesón Gregorio III,,restaurant,,,,,Calle de Bordadores,5,28013,,,regional,-3.7077263,40.4165193,1228,332,332
POINT (-3.707515 40.4167991),Gayagum,,restaurant,,,,,Calle de Bordadores,7,28013,,,korean,-3.707515,40.4167991,-1,-1,-1
POINT (-3.7074603 40.4169183),Sindibad,,fast_food,,,,,Calle de Bordadores,9,28013,,,kebab,-3.7074603,40.4169183,-1,-1,-1
POINT (-3.7075762 40.4165263),Lion,,bar,,,,,Calle de Bordadores,4,28013,,,,-3.7075762,40.4165263,1228,332,332
POINT (-3.7079068 40.4162932),Los Andes,deli,,,,,,Calle de Bordadores,1,28013,,,,-3.7079068,40.4162932,1228,332,332
POINT (-3.7066073 40.4157824),Café & Tapas,,restaurant,,,,,Plaza Mayor,30,28012,,,regional,-3.7066073,40.4157824,1202,923,923
POINT (-3.7065987 40.4155635),El Soportal,,restaurant,,,,,Plaza Mayor,33,28013,,,regional,-3.7065987,40.4155635,1202,923,923
POINT (-3.7064705 40.415034),,gift,,,,,,Plaza Mayor,1,28012,,,,-3.7064705,40.415034,1194,922,922
POINT (-3.6994021 40.4128599),Más Que Cervezas,alcohol,,,,,,Calle del León,32,28014,,,,-3.6994021,40.4128599,1213,265,265
POINT (-3.7063631 40.4151284),Plaza Mayor,,bar,,,,,Calle de Gerona,4,28012,,,,-3.7063631,40.4151284,1194,922,922
POINT (-3.7063324 40.4149937),,mobile_phone,,,,,,Plaza de la Provincia,4,28012,,,,-3.7063324,40.4149937,1194,922,922
POINT (-3.7095037 40.4175729),Lalín Casa del Pulpo,,restaurant,,,,,Calle de la Escalinata,,28013,,,regional,-3.7095037,40.4175729,-1,-1,-1
POINT (-3.7081026 40.4197209),Hostal Gala,,,guest_house,,,,Costanilla de los Ángeles,15,28013,,,,-3.7081026,40.4197209,1272,930,930
POINT (-3.708289 40.4198093),Sublime Tokyo,,restaurant,,,,,Cuesta de Santo Domingo,24,28013,,,japanese,-3.708289,40.4198093,-1,-1,-1
POINT (-3.6923406 40.3921394),Shintaku,,restaurant,,,,,Calle Granito,11,28045,,,japanese,-3.6923406,40.3921394,822,366,366
POINT (-3.6916569 40.392162),Trujillo Burger,,restaurant,,,,,Calle Bolívar,18,28045,,,burger,-3.6916569,40.392162,822,366,366
POINT (-3.70043 40.4238714),Casa Hortensia,,restaurant,,,,,Calle de la Farmacia,2,28004,,,regional,-3.70043,40.4238714,-1,-1,-1
POINT (-3.6987086 40.4234833),Crusto,bakery,,,,,,Calle de Hortaleza,78,28004,,,,-3.6987086,40.4234833,-1,-1,-1
POINT (-3.6998904 40.4228372),Everyday,,restaurant,,,,,Calle de Augusto Figueroa,,28004,,,regional,-3.6998904,40.4228372,1280,322,322
POINT (-3.7016487 40.423764),Casa Baranda,,bar,,,,,Calle de Colón,11,28004,,,,-3.7016487,40.423764,-1,-1,-1
POINT (-3.6963999 40.426366),El Junco,,music_venue,,,,,Plaza de Santa Bárbara,10,28004,,,,-3.6963999,40.426366,1087,910,910
POINT (-3.7114439 40.3914966),Licenciada Raquel Garrido Quijada,,pharmacy,,pharmacy,,,Calle Joaquín Martínez Borreguero,15,28019,,,,-3.7114439,40.3914966,-1,-1,-1
POINT (-3.7104198 40.3916547),Bar Juvi,,pub,,,,,Calle del Marqués de Jura Real,6,28019,,,,-3.7104198,40.3916547,-1,-1,-1
POINT (-3.7105845 40.3954969),Grupo Hablemos,,,,,tax_advisor,,Calle de Antonio López,45,28019,,,,-3.7105845,40.3954969,-1,-1,-1
POINT (-3.7125983 40.3913835),Yoli,hairdresser,,,,,,Calle Inmaculada Concepción,48,28019,,,,-3.7125983,40.3913835,558,433,433
POINT (-3.7125324 40.3916938),AP Motorsport,car_repair,,,,,,Calle Inmaculada Concepción,46,28019,,,,-3.7125324,40.3916938,558,433,433
POINT (-3.7110264 40.3956921),Banco Sabadell,,bank,,,,,Calle de Antonio López,43,28019,Banco Sabadell,,,-3.7110264,40.3956921,-1,-1,-1
POINT (-3.7115584 40.3956298),Orange,mobile_phone,,,,,,Calle de Antonio López,42,28019,Orange,,,-3.7115584,40.3956298,572,294,294
POINT (-3.6594529 40.4689591),Restaurante Pedreña,,restaurant,,,,,Avenida de la Gran Vía de Hortaleza,3,,,,regional,-3.6594529,40.4689591,171,188,188
POINT (-3.7106616 40.4351387),Dia Market,supermarket,,,,,,Calle de Fernández de los Ríos,45,28015,Dia Market,,,-3.7106616,40.4351387,1022,287,287
POINT (-3.7107569 40.4341664),El Centinela de Quevedo,,restaurant,,,,,Calle de Fernando el Católico,26,28015,,,,-3.7107569,40.4341664,-1,-1,-1
POINT (-3.7069251 40.4355396),Clínica veterinaria Nuevo Zoo,,veterinary,,,,,,,,,,,-3.7069251,40.4355396,-1,-1,-1
POINT (-3.7059934 40.421527),Ni Hao,,restaurant,,,,,Calle de Silva,20,28004,,,chinese,-3.7059934,40.421527,-1,-1,-1
POINT (-3.7061958 40.4213704),Curry Masala,,restaurant,,,,,Calle de Silva,16,28004,,,indian,-3.7061958,40.4213704,-1,-1,-1
POINT (-3.7035583 40.4253033),Sakro,,bar,,,,,Calle del Espíritu Santo,15,28004,,,,-3.7035583,40.4253033,1294,383,383
POINT (-3.6798409 40.4373416),Café & Té,,restaurant,,,,,Calle de María de Molina,56,28006,,,,-3.6798409,40.4373416,784,210,210
POINT (-3.6794401 40.4373325),Lunch&Dinner,,fast_food,,,,,Calle de María de Molina,58,28006,,,,-3.6794401,40.4373325,784,210,210
POINT (-3.6819359 40.4374305),Nuba,travel_agency,,,,,,Calle de María de Molina,46,28006,,,,-3.6819359,40.4374305,785,210,210
POINT (-3.6777986 40.4372486),Siguero,alcohol,,,,,,Calle de María de Molina,70,28006,,,,-3.6777986,40.4372486,-1,-1,-1
POINT (-3.6823303 40.4374669),Earth Mama,,restaurant,,,,,Calle de María de Molina,44,28006,,,,-3.6823303,40.4374669,785,210,210
POINT (-3.6828688 40.4374493),WORKcenter,copyshop,,,,,,Calle de María de Molina,40,28006,,,,-3.6828688,40.4374493,785,210,210
POINT (-3.6787502 40.4376079),EF (Education First),,school,,,,,Calle de María de Molina,41,28006,,,,-3.6787502,40.4376079,-1,-1,-1
POINT (-3.6796645 40.4378207),Gas Natural Fenosa,,,,,company,,Calle de María de Molina,,28006,,,,-3.6796645,40.4378207,784,210,210
POINT (-3.6809517 40.4376823),La que se lía,,bar,,,,,Calle de María de Molina,37,28006,,,,-3.6809517,40.4376823,-1,-1,-1
POINT (-3.6800893 40.4376647),Ogilvy,,,,,company,,Calle de María de Molina,,28006,,,,-3.6800893,40.4376647,784,210,210
POINT (-3.6759446 40.4387881),Avenida,hairdresser,,,,,,Avenida de América,17,28002,,,,-3.6759446,40.4387881,815,112,112
POINT (-3.6761397 40.4386715),Camarón,,restaurant,,,,,Avenida de América,15,28002,,,regional,-3.6761397,40.4386715,815,112,112
POINT (-3.6757991 40.4388733),División,hairdresser,,,,,,Avenida de América,23,28002,,,,-3.6757991,40.4388733,815,112,112
POINT (-3.6773101 40.4379771),Honey,,cafe,,,,,Avenida de América,1,28002,,,,-3.6773101,40.4379771,815,112,112
POINT (-3.6764495 40.4384881),Tayta Inti,convenience,,,,,,Avenida de América,13,28002,,,,-3.6764495,40.4384881,815,112,112
POINT (-3.6768545 40.4382462),,convenience,,,,,,Avenida de América,5,28002,,,,-3.6768545,40.4382462,815,112,112
POINT (-3.6730891 40.4402074),Café Bio Rico,,restaurant,,,,,Calle de Clara del Rey,4,28002,,,,-3.6730891,40.4402074,835,222,222
POINT (-3.6732659 40.4402396),Trevinca,,restaurant,,,,,Calle de Clara del Rey,4,28002,,,regional,-3.6732659,40.4402396,835,222,222
POINT (-3.6740472 40.4398565),Patatín Company,,restaurant,,,,,Calle de Cartagena,103,28002,,,regional,-3.6740472,40.4398565,-1,-1,-1
POINT (-3.6728153 40.4398067),Carrefour Express,convenience,,,,,,Calle Padre Xifré,3,28002,Carrefour Express,,,-3.6728153,40.4398067,-1,-1,-1
POINT (-3.6711103 40.4409844),,,pharmacy,,pharmacy,,,Calle del Corazón de María,3,28002,,,,-3.6711103,40.4409844,837,863,863
POINT (-3.6987999 40.4214499),Taste of America,convenience,,,,,,Calle de San Marcos,20,28004,,,,-3.6987999,40.4214499,1288,313,313
POINT (-3.6998293 40.4210317),La Sacristía,,restaurant,,,,,Plaza de Pedro Zerolo,1,28004,,,regional,-3.6998293,40.4210317,-1,-1,-1
POINT (-3.7015408 40.4214274),El Horno de San Onofre,pastry,,,,,,Calle de San Onofre,3,28004,,,,-3.7015408,40.4214274,1330,434,434
POINT (-3.701932 40.4212694),7Islas,,,hotel,,,,Calle de Valverde,14,28004,,,,-3.701932,40.4212694,-1,-1,-1
POINT (-3.7023525 40.422138),Hostal Naranco,,,guest_house,,,,Calle de la Puebla,6,28004,,,,-3.7023525,40.422138,1292,932,932
POINT (-3.7030965 40.4220995),Ater Cosmo,music,,,,,,Calle de la Puebla,9,28004,,,,-3.7030965,40.4220995,1292,932,932
POINT (-3.7039415 40.4222647),El Perro de la Parte de Atrás del Coche,,bar,,,,,Calle de la Puebla,15,28004,,,,-3.7039415,40.4222647,1325,246,246
POINT (-3.7053652 40.4238312),Pontepez,,restaurant,,,,,Calle del Pez,18,28004,,,regional,-3.7053652,40.4238312,1307,3,3
POINT (-3.7064695 40.4240919),Jade,hairdresser,,,,,,Calle del Pez,27,28004,,,,-3.7064695,40.4240919,1311,3,3
POINT (-3.7069861 40.4242348),Walkers Appeal,clothes,,,,,,Calle del Pez,31,28004,,,,-3.7069861,40.4242348,1311,3,3
POINT (-3.7040239 40.4229307),Casa de León,,community_centre,,,,,Calle del Pez,6,28004,,,,-3.7040239,40.4229307,1324,3,3
POINT (-3.7062167 40.4239932),,lottery,,,,,,Calle del Pez,25,28004,,,,-3.7062167,40.4239932,1311,3,3
POINT (-3.7073666 40.4258297),Hostal Abami,,,guest_house,,,,Calle de San Bernardo,55,28015,,,,-3.7073666,40.4258297,1333,213,213
POINT (-3.7073451 40.4259094),Hostal Noviciado,,,guest_house,,,,Calle de San Bernardo,55,28015,,,,-3.7073451,40.4259094,1333,213,213
