geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,hdbscan_5_5,hdbscan_5_5_merged,hdbscan_5_5_merged
POINT (-3.69356122235993 40.411121583926366),CaixaForum Madrid,,,museum,,,,Paseo del Prado,36,28014,,Caixa,,-3.69356122235993,40.411121583926366,-1,-1,-1
POINT (-3.664449897833601 40.44876147916807),Centro Privado de Educación Secundaria Fomento-Fundación,,school,,,,,Calle del Padre Claret,23,28002,,,,-3.664449897833601,40.44876147916807,-1,-1,-1
POINT (-3.6560880745830064 40.43251930190711),Ibis budget Madrid Centro las Ventas,,,hotel,,,,Calle de Siena,10,28027,Ibis Budget,Ibis,,-3.6560880745830064,40.43251930190711,438,762,762
POINT (-3.695916410509212 40.477481185831756),Clínica Baviera,,clinic,,clinic,,,Calle de Melchor Fernández Almagro,9,28029,,,,-3.695916410509212,40.477481185831756,-1,-1,-1
POINT (-3.698886399790768 40.42385364089874),Centro Municipal de Mayores Escuelas Pías,,community_centre,,,,,,,,,,,-3.698886399790768,40.42385364089874,-1,-1,-1
POINT (-3.69863486854884 40.42431250543911),Colegio Oficial de Arquitectos de Madrid,,,,,chamber,,,,,,,,-3.69863486854884,40.42431250543911,-1,-1,-1
POINT (-3.699676520389744 40.42407020380309),Real Academia de Farmacia,,,,,educational_institution,,,,,,,,-3.699676520389744,40.42407020380309,-1,-1,-1
POINT (-3.6944333107765464 40.34511583380914),Renault Retail Group,car,,,,,,,,,,,,-3.6944333107765464,40.34511583380914,81,658,658
POINT (-3.7076423031850956 40.447828395668985),Hospital Central de la Cruz Roja San José y Santa Adela,,hospital,,hospital,,,Avenida de la Reina Victoria,22,28003,,Servicio Madrileño de Salud,,-3.7076423031850956,40.447828395668985,-1,-1,-1
POINT (-3.705745549327672 40.44724904246759),Hotel Jardín Metropolitano,,,hotel,,,,,,,,,,-3.705745549327672,40.44724904246759,-1,-1,-1
POINT (-3.6568863480807967 40.44532666750887),,,,,,company,,Calle de Martínez Villergas,52,28027,,,,-3.6568863480807967,40.44532666750887,-1,-1,-1
POINT (-3.6318000066757 40.46369780535522),Centro Privado de Educación Especial Araya,,school,,,,,Calle de Ramón Power,9,28043,,,,-3.6318000066757,40.46369780535522,198,694,694
POINT (-3.6585818933359793 40.496914233868544),,,,,,,park,,,,,,,-3.6585818933359793,40.496914233868544,-1,-1,-1
POINT (-3.658199719927549 40.49725932343689),,,,,,,park,,,,,,,-3.658199719927549,40.49725932343689,-1,-1,-1
POINT (-3.6595081048639204 40.4957465383026),,,,,,,park,,,,,,,-3.6595081048639204,40.4957465383026,125,674,674
POINT (-3.6591128680244305 40.49621366350722),,,,,,,park,,,,,,,-3.6591128680244305,40.49621366350722,125,674,674
POINT (-3.661070004859829 40.49495176760046),,,,,,,park,,,,,,,-3.661070004859829,40.49495176760046,-1,-1,-1
POINT (-3.6600196356623655 40.49591451569764),,,,,,,park,,,,,,,-3.6600196356623655,40.49591451569764,125,674,674
POINT (-3.6973433310903436 40.394230221648414),"Centro Privado de Educación Infantil, Primaria y Secundaria Beata María Ana de Jesús",,school,,,,,Calle de Guillermo de Osma,10,28045,,,,-3.6973433310903436,40.394230221648414,795,856,856
POINT (-3.6318717146978954 40.4651213441519),,,,,,,park,,,,,,,-3.6318717146978954,40.4651213441519,197,493,493
POINT (-3.6947313144086387 40.40746415263696),Biblioteca Reina Sofía,,library,,,,,Ronda de Atocha,2,28012,,,,-3.6947313144086387,40.40746415263696,-1,-1,-1
POINT (-3.6954959432624634 40.40739413337931),Auditorio (Museo Nacional Centro de Arte Reina Sofía),,arts_centre,,,,,,,,,,,-3.6954959432624634,40.40739413337931,-1,-1,-1
POINT (-3.6449112072069103 40.399463513903086),Colegio Público Antonio Gil Alberdi,,community_centre,,,,,Calle de la Encomienda de Palacios,52,28030,,,,-3.6449112072069103,40.399463513903086,289,478,478
POINT (-3.6433473740368147 40.39845278341283),Colegio Santo Ángel,,school,,,,,Calle del Arroyo Fontarrón,209,28030,,,,-3.6433473740368147,40.39845278341283,-1,-1,-1
POINT (-3.6427138691075633 40.39904887180472),,,,,,,park,,,,,,,-3.6427138691075633,40.39904887180472,-1,-1,-1
POINT (-3.6940736460472365 40.489679709027754),Dideco,toys,,,,,,Calle de Xaudaró,36,28034,,,,-3.6940736460472365,40.489679709027754,-1,-1,-1
POINT (-3.63806884649 40.43866502709018),Irish Corner,,pub,,,,,Calle de Arturo Soria,6,28027,,,,-3.63806884649,40.43866502709018,-1,-1,-1
POINT (-3.7016072233294786 40.45926200531496),Centro de Servicios Sociales María Zayas,,,,,government,,Travesía de María Zayas,,28039,,,,-3.7016072233294786,40.45926200531496,-1,-1,-1
POINT (-3.6522433481729246 40.404871352828444),Instituto de Educación Infantil y Primaria Carlos María Rodríguez de Valcárcel,,school,,,,,Plaza del Encuentro,4,28030,,Comunidad de Madrid,,-3.6522433481729246,40.404871352828444,-1,-1,-1
POINT (-3.6467645440782492 40.394829503440796),Plaza de Pedro Marcos,,,,,,park,,,,,,,-3.6467645440782492,40.394829503440796,-1,-1,-1
POINT (-3.6488647659093196 40.39628818004251),Colegio Público Virgen del Cerro,,school,,,,,Calle de Mohernando,1,28038,,,,-3.6488647659093196,40.39628818004251,-1,-1,-1
POINT (-3.6464239275422665 40.39692178939209),,,,,,,park,,,,,,,-3.6464239275422665,40.39692178939209,-1,-1,-1
POINT (-3.644751274797498 40.39561278852415),,,,,,,park,,,,,,,-3.644751274797498,40.39561278852415,329,736,736
POINT (-3.646233745606874 40.39499960798025),Basic-Fit,,,,,,fitness_centre,,,,Basic-Fit,,,-3.646233745606874,40.39499960798025,-1,-1,-1
POINT (-3.707366325589259 40.42058454436976),"Hotel Indigo Madrid - Gran Via, an IHG Hotel",,,hotel,,,,Calle de Silva,6,28013,Hotel Indigo,,,-3.707366325589259,40.42058454436976,-1,-1,-1
POINT (-3.7071495211546455 40.42066705513129),Hotel Rex,,,hotel,,,,,43 bis,,Room Mate,,,-3.7071495211546455,40.42066705513129,-1,-1,-1
POINT (-3.707160800472802 40.420353400525116),Aloft Madrid Gran Via,,,hotel,,,,Calle de Jacometrezo,4,28013,Aloft,,,-3.707160800472802,40.420353400525116,-1,-1,-1
POINT (-3.676479165193893 40.50083533409598),,,,,,,park,,,,,,,-3.676479165193893,40.50083533409598,147,681,681
POINT (-3.6754038087659406 40.49783949945291),,,,,,,park,,,,,,,-3.6754038087659406,40.49783949945291,-1,-1,-1
POINT (-3.6772037588747 40.502864685308495),,,,,,,park,,,,,,,-3.6772037588747,40.502864685308495,147,681,681
POINT (-3.6610999151202424 40.512904946675384),Centro Médico Telefónica,,,,,physician,,,,,,,,-3.6610999151202424,40.512904946675384,-1,-1,-1
POINT (-3.6626822133805086 40.51513569485366),,,,,,telecommunication,,,,,,,,-3.6626822133805086,40.51513569485366,58,596,596
POINT (-3.6435338202239187 40.40401544051777),Colegio Público Doctor Conde de Arruga,,school,,,,,Calle de la Hacienda de Pavones,105,28030,,,,-3.6435338202239187,40.40401544051777,310,103,103
POINT (-3.643853457517606 40.45752267060604),,kiosk,,,,,,Calle Liceo,1,28043,,,,-3.643853457517606,40.45752267060604,-1,-1,-1
POINT (-3.6402923923108403 40.45644002400067),Club Tenis Parque Conde Orgaz - Madrid - Foursquare,,,,,,sports_centre,Avenida de los Madroños,36 A,28043,,,,-3.6402923923108403,40.45644002400067,-1,-1,-1
POINT (-3.7120010169547077 40.42557395121593),Plaza de Cristino Martos,,,,,,park,,,,,,,-3.7120010169547077,40.42557395121593,-1,-1,-1
POINT (-3.6485616551630455 40.408834699987096),Escuela Superior de Diseño,,university,,,,,Calle del Camino de los Vinateros,106,28030,,,,-3.6485616551630455,40.408834699987096,-1,-1,-1
POINT (-3.712101796327011 40.457625776844395),,,,,,,park,,,,,,,-3.712101796327011,40.457625776844395,848,864,864
POINT (-3.6482121561263394 40.41118963921121),Instituto de Educación Secundaria Rey Pastor,,school,,,,,Calle del Corregidor José de Pasamonte,17,28030,,Comunidad de Madrid,,-3.6482121561263394,40.41118963921121,-1,-1,-1
POINT (-3.677991843341227 40.39736416645825),Colegio de Educación Infantil y Primaria Plácido Domingo,,school,,,,,Calle del Tejo,5,28045,,,,-3.677991843341227,40.39736416645825,-1,-1,-1
POINT (-3.638615914655667 40.400120335088545),Colegio de Educación Especial Ademo,,school,,,,,Calle de la Hacienda de Pavones,328,28030,,,,-3.638615914655667,40.400120335088545,292,103,103
POINT (-3.6358928474141488 40.39929304199884),Jardines de la Contitución Española,,,,,,park,,,,,,,-3.6358928474141488,40.39929304199884,292,103,103
POINT (-3.6546631235862543 40.412092114172594),Centro de Salud Arroyo de la Media Legua,,clinic,,clinic,,,Calle del Arroyo de la Media Legua,35,28030,,,,-3.6546631235862543,40.412092114172594,-1,-1,-1
POINT (-3.6557407642981614 40.41356890770092),Instituto de Educación Secundaria Mariana Pineda,,school,,,,,Calle del Alcalde Garrido Juaristi,8,28030,,Comunidad de Madrid,,-3.6557407642981614,40.41356890770092,-1,-1,-1
POINT (-3.654591926705487 40.41399335171641),,,,,,,park,,,,,,,-3.654591926705487,40.41399335171641,-1,-1,-1
POINT (-3.6545944602107805 40.41448182538228),,,,,,,park,,,,,,,-3.6545944602107805,40.41448182538228,-1,-1,-1
POINT (-3.6613514951395256 40.40897087227338),Colegio Siglo XXI,,school,,,,,Calle de Lituania,8,28030,,,,-3.6613514951395256,40.40897087227338,-1,-1,-1
POINT (-3.6610008483477605 40.40981873515737),,,,,,,park,,,,,,,-3.6610008483477605,40.40981873515737,-1,-1,-1
POINT (-3.7027699947820194 40.414111447272035),Catalonia Puerta del Sol,,,hotel,,,,Calle de Atocha,23,28012,Catalonia Hotels & Resorts,Hoteles Catalonia,,-3.7027699947820194,40.414111447272035,-1,-1,-1
POINT (-3.7017459266843775 40.41389893298327),NH Palacio de Tepa,,,hotel,,,,Calle de San Sebastián,2,28012,,,,-3.7017459266843775,40.41389893298327,-1,-1,-1
POINT (-3.695621681715262 40.406594272825416),Hard Rock Hotel Madrid,,,hotel,,,,Ronda de Atocha,17,28012,Hard Rock Hotel,,,-3.695621681715262,40.406594272825416,-1,-1,-1
POINT (-3.6989976689319684 40.41271299066279),Monumental,,theatre,,,,,,,,,,,-3.6989976689319684,40.41271299066279,-1,-1,-1
POINT (-3.703298116759053 40.412138898812294),Teatro Nuevo Apolo,,theatre,,,,,Plaza de Tirso de Molina,1,28012,,,,-3.703298116759053,40.412138898812294,-1,-1,-1
POINT (-3.6529795110109724 40.41001916547936),Centro Municipal de mayores Arroyo Belincoso,,community_centre,,,,,Calle del Arroyo Belincoso,13,28030,,,,-3.6529795110109724,40.41001916547936,320,423,423
POINT (-3.705131528988892 40.414838839472694),Dirección General de Ordenación del Juego,,,,,government,,,,,,,,-3.705131528988892,40.414838839472694,1191,443,443
POINT (-3.6357458872102955 40.396088597291325),Instituto de Educación Secundaria Felipe II,,school,,,,,,,,,"Consejería de Educación, Ciencia y Universidades de la Comunidad de Madrid",,-3.6357458872102955,40.396088597291325,-1,-1,-1
POINT (-3.6978258383457026 40.41799078812325),Consejería de Educación y Universidades,,,,,government,,Calle de Alcalá,30-32,28014,,,,-3.6978258383457026,40.41799078812325,-1,-1,-1
POINT (-3.700404670559763 40.41808086434937),Casino de Madrid,,community_centre,,,,,Calle de Alcalá,15,28014,,,,-3.700404670559763,40.41808086434937,-1,-1,-1
POINT (-3.697332866745672 40.41797663636123),Ministerio de Educación y Formación Profesional,,,,,government,,,,,,,,-3.697332866745672,40.41797663636123,-1,-1,-1
POINT (-3.69942635027118 40.40196753978133),Centro de Salud Embajadores,,clinic,,clinic,,,Calle Cardenal Solís,6,28012,,Servicio Madrileño de Salud,,-3.69942635027118,40.40196753978133,893,105,105
POINT (-3.690389192859767 40.403311986768145),Hotel AC Atocha,,,hotel,,,,,,,,,,-3.690389192859767,40.403311986768145,736,183,183
POINT (-3.6900213082126774 40.403763089781904),AC Hotel by Marriott Atocha,,,hotel,,,,Calle de las Delicias,42,28045,AC Hotel,,,-3.6900213082126774,40.403763089781904,736,183,183
POINT (-3.655070622447745 40.41003569875421),Ahorramás,supermarket,,,,,,Calle del Camino de los Vinateros,40,28030,Ahorramás,,,-3.655070622447745,40.41003569875421,-1,-1,-1
POINT (-3.692393205212532 40.41750581092044),Museo Naval de Madrid,,,museum,,,,Paseo del Prado,5,28014,,,,-3.692393205212532,40.41750581092044,-1,-1,-1
POINT (-3.6913519809173008 40.417834454103286),Dirección General de la Marina Mercante,,,,,government,,Calle Ruiz de Alarcón,1,28014,,Ministerio de Fomento,,-3.6913519809173008,40.417834454103286,-1,-1,-1
POINT (-3.690257481980594 40.41774469060333),Centro de Investigaciones Sociológicas,,,,,government,,Calle de Montalbán,8,28014,,,,-3.690257481980594,40.41774469060333,694,828,828
POINT (-3.690888983556563 40.41781811230517),Delegación de Hacienda,,,,,government,,Calle de Montalbán,6,28014,,,,-3.690888983556563,40.41781811230517,694,828,828
POINT (-3.6574102473652244 40.40639383194836),Club de Ajedrez de Moratalaz,,community_centre,,,,,Avenida de Moratalaz,46,28030,,,,-3.6574102473652244,40.40639383194836,300,382,382
POINT (-3.6575553372975342 40.406506024328664),Centro de Atención Temprana de ADEMO,,community_centre,,,,,Avenida de Moratalaz,44,28030,,,,-3.6575553372975342,40.406506024328664,300,382,382
POINT (-3.6551790126825665 40.406659532565264),Colegio Nuestra Señora de Moratalaz,,school,,,,,Avenida de Moratalaz,41,28030,,,,-3.6551790126825665,40.406659532565264,-1,-1,-1
POINT (-3.6551191682253714 40.406650166686866),Colegio Nuestra Señora de Moratalaz,,school,,,,,Avenida de Moratalaz,91 Bis,28030,,,,-3.6551191682253714,40.406650166686866,-1,-1,-1
POINT (-3.6283762379912976 40.38899149890764),,,university,,,,,,,28031,,Universidad Politécnica de Madrid,,-3.6283762379912976,40.38899149890764,59,651,651
POINT (-3.63217088446345 40.38659709298887),Instituto Universitario de Investigación del Automovil,,university,,,,,,,28031,,Universidad Politécnica de Madrid,,-3.63217088446345,40.38659709298887,59,651,651
POINT (-3.6315393814343975 40.38834150121131),Colegio Público de Educación Especial Vallecas,,school,,,,,,,,,,,-3.6315393814343975,40.38834150121131,-1,-1,-1
POINT (-3.6688563002884633 40.48290289184845),BM,supermarket,,,,,,Calle de Caleruega,90,28033,Condis,,,-3.6688563002884633,40.48290289184845,-1,-1,-1
POINT (-3.734911878093554 40.389677000245904),Jardín Párroco Antonio Varela,,,,,,park,,,,,,,-3.734911878093554,40.389677000245904,535,398,398
POINT (-3.7347009389017765 40.39007837797472),Plaza de Almodóvar,,,,,,park,,,,,,,-3.7347009389017765,40.39007837797472,535,398,398
POINT (-3.655384703730914 40.38801553578474),"Centro Privado de Educación Infantil, Primaria y Secundaria San José",,school,,,,,Calle de Pedro Escudero,21,28018,,,,-3.655384703730914,40.38801553578474,304,728,728
POINT (-3.689050077174323 40.35108855498733),,,school,,,,,,,,,,,-3.689050077174323,40.35108855498733,-1,-1,-1
POINT (-3.7046487898297595 40.368586039545185),Colegio de Educación Infantil y Primaria Gloria Fuertes,,school,,,,,Calle del Censo,3,28041,,Comunidad de Madrid,,-3.7046487898297595,40.368586039545185,-1,-1,-1
POINT (-3.637944291742109 40.39258554260912),Colegio de Educación Infantil y Primaria Aragón,,school,,,,,Avenida de Rafael Alberti,2,28038,,Comunidad de Madrid,,-3.637944291742109,40.39258554260912,-1,-1,-1
POINT (-3.609513863285225 40.38498384622191),,,,,,,park,,,,,,,-3.609513863285225,40.38498384622191,73,556,556
POINT (-3.6276448499999994 40.469367049999995),Burger King,,fast_food,,,,,,,,Burger King,,burger,-3.6276448499999994,40.469367049999995,-1,-1,-1
POINT (-3.6294530173378243 40.47086834819892),,,,,,,sports_centre,,,,,,,-3.6294530173378243,40.47086834819892,-1,-1,-1
POINT (-3.6465608826939873 40.50306317405454),Viveros Corma,garden_centre,,,,,,,,,,,,-3.6465608826939873,40.50306317405454,-1,-1,-1
POINT (-3.5955780674477795 40.40228246591056),Colegio de Educación Infantil y Primaria Winston Churchill,,school,,,,,Avenida de la Gran Vía del Este,5,28032,,Comunidad de Madrid,,-3.5955780674477795,40.40228246591056,76,545,545
POINT (-3.6432080496636736 40.408269294859515),Colegio Senara,,school,,,,,Avenida de Moratalaz,178 B,28030,,,,-3.6432080496636736,40.408269294859515,303,382,382
POINT (-3.704596551991701 40.444859019512094),Centro Privado de Educación Secundaria El Porvenir,,school,,,,,Calle de Bravo Murillo,85,28003,,,,-3.704596551991701,40.444859019512094,-1,-1,-1
POINT (-3.7051419936625365 40.43820966273447),Teatros del Canal,,theatre,,,,,,,,,,,-3.7051419936625365,40.43820966273447,-1,-1,-1
POINT (-3.699527017877943 40.43199538089641),Ágora Juan de Austria,,,hotel,,,,Calle de Juan de Austria,5,28010,,,,-3.699527017877943,40.43199538089641,-1,-1,-1
POINT (-3.7101475623207145 40.46490947187582),,car_repair,,,,,,,,,,,,-3.7101475623207145,40.46490947187582,682,359,359
POINT (-3.7012291999999998 40.47760205),,,,,,,sports_centre,,,,,,,-3.7012291999999998,40.47760205,-1,-1,-1
POINT (-3.695399002606455 40.41738432405492),Real Academia de Jurisprudencia y Legislación,,,,,educational_institution,,Calle del Marqués de Cubas,13,28014,,,,-3.695399002606455,40.41738432405492,-1,-1,-1
POINT (-3.6949972455751947 40.414415040340316),Palacio Neptuno,,events_venue,,,,,Calle Cervantes,42,28014,,,,-3.6949972455751947,40.414415040340316,876,873,873
POINT (-3.6268162640187773 40.3826810380275),Lidl,supermarket,,,,,,,,,Lidl,,,-3.6268162640187773,40.3826810380275,85,661,661
POINT (-3.625797078987446 40.382842882148196),Mercadona,supermarket,,,,,,,,,Mercadona,,,-3.625797078987446,40.382842882148196,85,661,661
POINT (-3.6416067745341896 40.4058782401375),,,,,,,park,,,,,,,-3.6416067745341896,40.4058782401375,-1,-1,-1
POINT (-3.7046908705449275 40.455098796505176),"Centro Privado de Educación Infantil, Primaria y Secundaria San Juan Bautista",,school,,,,,Calle de Francos Rodríguez,5,28039,,,,-3.7046908705449275,40.455098796505176,-1,-1,-1
POINT (-3.76867168177472 40.37882929851992),Centro de Salud de Las Águilas y Servicios de Urgencias de Atención Primaria,,clinic,,clinic,,,Calle de José de Cadalso,51,,,,,-3.76867168177472,40.37882929851992,-1,-1,-1
POINT (-3.6944073443569705 40.48278026942316),La Plaza de DIA,supermarket,,,,,,,,,La Plaza de DIA,,,-3.6944073443569705,40.48278026942316,243,129,129
POINT (-3.6400375499999993 40.45775485),,,,,,,sports_centre,,,,,,,-3.6400375499999993,40.45775485,-1,-1,-1
POINT (-3.63430131376647 40.398759668101675),Centro de Formación en Tecnologías del Frío y la Climatización,,college,,,,,Calle de la Hacienda de Pavones,350,28030,,,,-3.63430131376647,40.398759668101675,298,103,103
POINT (-3.631366465637289 40.40168500952759),Condis,supermarket,,,,,,Calle de Valdebernardo,10,28030,Condis,,,-3.631366465637289,40.40168500952759,297,477,477
POINT (-3.71144763675728 40.47540862698346),,newsagent,,,,,,,,,,,,-3.71144763675728,40.47540862698346,489,773,773
POINT (-3.6315377012898726 40.406373393282685),Jardines de Miss Mara,,,,,,park,,,,,,,-3.6315377012898726,40.406373393282685,288,468,468
POINT (-3.6630968801072505 40.49221214096386),Hospital Universitario La Moraleja Sanitas,,hospital,,hospital,,,Avenida de Francisco Pi y Margall,81,28050,,Sanitas,,-3.6630968801072505,40.49221214096386,-1,-1,-1
POINT (-3.693337336570667 40.53932145878405),Hospital de Cantoblanco,,hospital,,hospital,,,,,,,Comunidad de Madrid,,-3.693337336570667,40.53932145878405,16,637,637
POINT (-3.6969755409257092 40.51119536482301),"Centro Privado de Educación Infantil, Primaria y Secundaria Santa María la Blanca",,school,,,,,Calle del Monasterio de Oseira,17,28049,,,,-3.6969755409257092,40.51119536482301,-1,-1,-1
POINT (-3.6645159812595023 40.501234751287726),La Vela,,,,,company,,,,,,BBVA,,-3.6645159812595023,40.501234751287726,118,598,598
POINT (-3.63609253532592 40.410027410970415),,,,,,,park,,,,,,,-3.63609253532592,40.410027410970415,-1,-1,-1
POINT (-3.6367503394071052 40.45053007022852),,,,,,,sports_centre,Avenida de Carondelet,39,,,,,-3.6367503394071052,40.45053007022852,-1,-1,-1
POINT (-3.6274608861963316 40.40389572494883),,,,,,,park,,,,,,,-3.6274608861963316,40.40389572494883,293,299,299
POINT (-3.6266786600604037 40.403746165266305),,,,,,,park,,,,,,,-3.6266786600604037,40.403746165266305,293,299,299
POINT (-3.6134720687141697 40.38111927355833),Centro Cultural Pilar Miró,,community_centre,,,,,Plaza de Antonio María Segovia,,,,,,-3.6134720687141697,40.38111927355833,-1,-1,-1
POINT (-3.6992541558281045 40.550325181284094),Escuela IDEO,,school,,,,,Carretera de Colmenar a Alcobendas,,28049,,,,-3.6992541558281045,40.550325181284094,16,637,637
POINT (-3.6111070365609255 40.38538428325015),Maxi China,convenience,,,,,,Avenida de Santa Eugenia,8,28031,,,,-3.6111070365609255,40.38538428325015,73,556,556
POINT (-3.6104376647220007 40.385731313648215),Gimnasio Altafit,,,,,,sports_centre,Avenida de Santa Eugenia,6,28031,,,,-3.6104376647220007,40.385731313648215,73,556,556
POINT (-3.6098408173092746 40.38611130727837),ALDI,supermarket,,,,,,Avenida de Santa Eugenia,4,28031,ALDI,,,-3.6098408173092746,40.38611130727837,73,556,556
POINT (-3.61170564289684 40.385079712926114),Mercadona,supermarket,,,,,,Avenida de Santa Eugenia,10,28031,Mercadona,,,-3.61170564289684,40.385079712926114,73,556,556
POINT (-3.6422228492735482 40.44137905200582),"Centro Privado de Educación Infantil, Primaria y Secundaria Santa María del Carmen",,school,,,,,Calle de los Misterios,38,28027,,,,-3.6422228492735482,40.44137905200582,429,151,151
POINT (-3.640533760431509 40.398224627640516),Condis,supermarket,,,,,,Calle de la Tacona,87,28030,Condis,,,-3.640533760431509,40.398224627640516,291,479,479
POINT (-3.6403527475030506 40.398042397384096),Caixabank,,bank,,,,,Calle de la Tacona,87,28030,Caixabank,Caixabank,,-3.6403527475030506,40.398042397384096,291,479,479
POINT (-3.634520102186849 40.407422744451765),Centro de Recursos Educativos de la ONCE,,school,,,,,Avenida del Doctor García Tapia,210,28030,,,,-3.634520102186849,40.407422744451765,-1,-1,-1
POINT (-3.635776623034017 40.40631286350597),Colegio Sagrada Familia,,school,,,,,Calle de Oberón,6,28030,,,,-3.635776623034017,40.40631286350597,-1,-1,-1
POINT (-3.631831992264719 40.410038108985404),Instalación Deportiva Municipal El Vandel,,,,,,sports_centre,Calle de Florencio Cano Cristóbal,9,28030,,,,-3.631831992264719,40.410038108985404,-1,-1,-1
POINT (-3.619929147992317 40.42642018720324),CMS San Blas,,clinic,,clinic,,,,,,,,,-3.619929147992317,40.42642018720324,168,533,533
POINT (-3.671217768475399 40.46763768642137),"Centro Privado de Educación Infantil, Primaria y Secundaria Cardenal Spínola",,school,,,,,Calle del Cardenal Marcelo Spínola,34,28016,,,,-3.671217768475399,40.46763768642137,490,774,774
POINT (-3.6796519697880075 40.459917805345576),"Centro Privado de Educación Infantil, Primaria y Secundaria Nuestra Señora de la Merced",,school,,,,,Avenida de Alfonso XIII,165,28016,,,,-3.6796519697880075,40.459917805345576,-1,-1,-1
POINT (-3.6793067297407944 40.461359630778915),"Centro Privado de Educación Infantil, Primaria y Secundaria Wisdom School Madrid",,school,,,,,Calle José Rodríguez Pinilla,12,28016,,,,-3.6793067297407944,40.461359630778915,-1,-1,-1
POINT (-3.653824698990184 40.46127681437086),Colegio Público Luis Cernuda,,school,,,,,Calle del Carril del Conde,64,,,,,-3.653824698990184,40.46127681437086,-1,-1,-1
POINT (-3.679533039818638 40.459396660836255),Colegio de Educación Infantil y Primaria San Juan de la Cruz,,school,,,,,Calle de Honduras,10,28016,,Comunidad de Madrid,,-3.679533039818638,40.459396660836255,-1,-1,-1
POINT (-3.6609929327474537 40.460528306689355),Centro Privado de Educación Primaria y Secundaria Ramón y Cajal,,school,,,,,Calle de Arturo Soria,206,28043,,,,-3.6609929327474537,40.460528306689355,-1,-1,-1
POINT (-3.680425435118668 40.45097586600532),"Centro Privado de Educación Infantil, Primaria y Secundaria San Francisco de Asis",,school,,,,,Calle de la Madre Carmen del Niño Jesús,7,28002,,,,-3.680425435118668,40.45097586600532,-1,-1,-1
POINT (-3.679602228644868 40.45024778665338),"Centro Privado de Educación Infantil, Primaria y Secundaria San Ramón y San Antonio",,school,,,,,Calle de Rodríguez Marín,57,28002,,,,-3.679602228644868,40.45024778665338,-1,-1,-1
POINT (-3.677181907225114 40.44264273385927),"Centro Privado de Educación Infantil, Primaria y Secundaria Corazón Inmaculado",,school,,,,,Calle de López de Hoyos,59,28002,,,,-3.677181907225114,40.44264273385927,-1,-1,-1
POINT (-3.676556162681906 40.44828846609885),Colegio Público Nicolás Salmerón,,school,,,,,Calle de Pradillo,2,28002,,,,-3.676556162681906,40.44828846609885,699,180,180
POINT (-3.687600625245343 40.44251188485153),,,school,,,,,Calle de Serrano,127,,,,,-3.687600625245343,40.44251188485153,589,72,72
POINT (-3.6817279914664263 40.45040027114878),Centro Privado de Educación Infantil y Primaria San Patricio,,school,,,,,Calle de Serrano,200,28002,,,,-3.6817279914664263,40.45040027114878,594,806,806
POINT (-3.674911127109407 40.46966969047764),"Centro Privado de Educación Infantil, Primaria y Secundaria Sagrado Corazón",,school,,,,,Calle de Santa Magdalena Sofía,12,28036,,,,-3.674911127109407,40.46966969047764,-1,-1,-1
POINT (-3.6737670620594582 40.456256288565676),Instituto de Educación Secundaria Santamarca,,school,,,,,Calle de Puerto Rico,34,28016,,Comunidad de Madrid,,-3.6737670620594582,40.456256288565676,-1,-1,-1
POINT (-3.697312661735299 40.473287974389685),Instituto de Educación Secundaria Tetuán de las Victorias,,college,,,,,Calle Vía Límite,14,28029,,Comunidad de Madrid,,-3.697312661735299,40.473287974389685,-1,-1,-1
POINT (-3.67271952326792 40.4606474317318),"Centro Privado de Educación Infantil, Primaria y Secundaria Santa Catalina de Sena",,school,,,,,Avenida de Alfonso XIII,160,28016,,,,-3.67271952326792,40.4606474317318,-1,-1,-1
POINT (-3.669345970057373 40.46581167245947),Colegio Nuevo Velázquez,,school,,,,,Calle de Rosa Jardón,9,28016,,,,-3.669345970057373,40.46581167245947,-1,-1,-1
POINT (-3.6670487938227434 40.437091900482386),Colegio de Educación Infantil y Primaria Guindalera,,school,,,,,Calle de Boston,1,28028,,Comunidad de Madrid,,-3.6670487938227434,40.437091900482386,400,452,452
POINT (-3.664715265923496 40.42299185937534),"Centro Privado de Educación Infantil, Primaria y Secundaria Sagrada Familia",,school,,,,,Calle de Jorge Juan,165,28028,,,,-3.664715265923496,40.42299185937534,-1,-1,-1
POINT (-3.654719327765401 40.43733834694373),Colegio de Educación Infantil y Primaria Carlos V,,school,,,,,Calle de la Virgen del Val,3,28027,,Comunidad de Madrid,,-3.654719327765401,40.43733834694373,-1,-1,-1
POINT (-3.6563926248796186 40.43924058814231),Instituto de Educación Secundaria Salvador Dalí,,school,,,,,Calle de Verdaguer y García,,28027,,,,-3.6563926248796186,40.43924058814231,-1,-1,-1
POINT (-3.6867023931226606 40.44325676075132),Consejo Superior de Investigaciones Científicas,,public_building,,,research,,Calle de Jorge Manrique,8,,,,,-3.6867023931226606,40.44325676075132,-1,-1,-1
POINT (-3.6848068557743776 40.443331709603),Centro de Química Orgánica Manuel Lora-Tamayo,,,,,research,,Calle Juan de la Cierva,3,28006,,Consejo Superior de Investigaciones Científicas,,-3.6848068557743776,40.443331709603,592,72,72
POINT (-3.6853749112348324 40.44381921623303),,,,,,research,,Calle de Serrano,,,,,,-3.6853749112348324,40.44381921623303,592,72,72
