geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Zaragoza_hdbscan_5_5
POINT (-0.8878455451350483 41.6862761942634),,,,,,research,,,,,,,,-0.8878455451350483,41.6862761942634,-98835,4640516,,48
POINT (-0.8887851319533402 41.6195266261464),"Tanatorio A: Información, Velatorios, Capilla y Cafetería",funeral_directors,,,,,,,,,,,,-0.8887851319533402,41.6195266261464,-98940,4633086,"tanatorio a: información, velatorios, capilla y cafetería",-1
POINT (-0.889451098071994 41.619776878079264),Tanatorio B: Velatorios y Salas de Ceremonias,funeral_directors,,,,,,,,,,,,-0.889451098071994,41.619776878079264,-99014,4633114,tanatorio b: velatorios y salas de ceremonias,-1
POINT (-0.8681356500515677 41.63550454748546),Centro Deportivo Municipal La Granja,,,,,,sports_centre,Camino de Cabaldós,,,,,,-0.8681356500515677,41.63550454748546,-96641,4634864,centro deportivo municipal la granja,-1
POINT (-0.8957875820041523 41.63706747483625),Centro Deportivo Municipal Perico Fernández,,,,,,sports_centre,Paseo de San Sebastián,3,50006.0,,,,-0.8957875820041523,41.63706747483625,-99719,4635038,centro deportivo municipal perico fernández,-1
POINT (-0.9110936448779324 41.63694428160813),Centro de Tecnologías Avanzadas de Aragón,,school,,,,,,,,,,,-0.9110936448779324,41.63694428160813,-101423,4635025,centro de tecnologías avanzadas de aragón,-1
POINT (-0.9490018796994116 41.59464534836719),Ciudad Deportiva Real Zaragoza,,,,,,sports_centre,,,,,,,-0.9490018796994116,41.59464534836719,-105643,4630316,ciudad deportiva real zaragoza,0
POINT (-0.9557626201151936 41.676730047792226),Brico Dépôt,doityourself,,,,,,,,,Brico Dépôt,,,-0.9557626201151936,41.676730047792226,-106395,4639454,brico dépôt,15
POINT (-0.870980444398754 41.651518773672386),Albergue Municipal,,,hostel,,,,,,,,,,-0.870980444398754,41.651518773672386,-96958,4636647,albergue municipal,111
POINT (-0.8704684645544227 41.650762895999456),Centro de Historias de Zaragoza,,,museum,,,,,,,,,,-0.8704684645544227,41.650762895999456,-96901,4636563,centro de historias de zaragoza,111
POINT (-0.8829168491633113 41.6756476361491),Pabellón Deportivo Municipal Actur V,,,,,,sports_centre,,,,,,,-0.8829168491633113,41.6756476361491,-98286,4639333,pabellón deportivo municipal actur v,55
POINT (-0.8728704054947245 41.652652781335874),Instituto de Educación Secundaria Pedro de Luna,,school,,,,,,,,,Diputación General de Aragón,,-0.8728704054947245,41.652652781335874,-97168,4636773,instituto de educación secundaria pedro de luna,-1
POINT (-0.8952343379309742 41.64965449056467),Hotel NH Sport,,,hotel,,,,Moncayo,5,,,,,-0.8952343379309742,41.64965449056467,-99657,4636440,hotel nh sport,-1
POINT (-0.8821284038613648 41.66223412729322),Lycée Français Molière,,school,,,,,,,,,,,-0.8821284038613648,41.66223412729322,-98199,4637840,lycée français molière,53
POINT (-0.881618824166742 41.663438388036454),Áccura Zaragoza,,,,,,sports_centre,Calle de María Montessori,13,50018.0,,,,-0.881618824166742,41.663438388036454,-98142,4637974,áccura zaragoza,53
POINT (-0.8880567625083408 41.66829242930167),Exe Zaragoza WTC,,,hotel,,,,Calle de María Zambrano,31,50018.0,,,,-0.8880567625083408,41.66829242930167,-98858,4638514,exe zaragoza wtc,-1
POINT (-0.8986424862810829 41.67344298743553),Mercadona,supermarket,,,,,,Avenida José Atarés,103,50018.0,Mercadona,Mercadona,,-0.8986424862810829,41.67344298743553,-100037,4639088,mercadona,51
POINT (-0.9137946944919462 41.66681360320837),Espacio Ebro,,bar,,,,,Pº de Los Jardines Botánicos,7,,,,,-0.9137946944919462,41.66681360320837,-101724,4638350,espacio ebro,-1
POINT (-0.8089854787020746 41.723100161524535),CITA,,,,,research,,,,,,,,-0.8089854787020746,41.723100161524535,-90056,4644616,cita,6
POINT (-0.8916767796284171 41.66561439852198),Centro formación Arsenio Jimeno,,university,,,,,,,,,,,-0.8916767796284171,41.66561439852198,-99261,4638216,centro formación arsenio jimeno,-1
POINT (-0.8651810907488858 41.64224366439287),Glorieta Ciudad de Sarajevo,,,,,,park,,,,,,,-0.8651810907488858,41.64224366439287,-96312,4635615,glorieta ciudad de sarajevo,97
POINT (-0.8580395965204943 41.659761642650125),"Pabellón Deportivo Municipal ""La Jota""",,,,,,sports_centre,Pintor Manuel Viola,,,,,,-0.8580395965204943,41.659761642650125,-95517,4637565,"pabellón deportivo municipal ""la jota""",85
POINT (-0.8580235934846031 41.66340661607773),"Colegio Educación Infantil y Primaria ""La Estrella"".",,school,,,,,,,,,,,-0.8580235934846031,41.66340661607773,-95515,4637970,"colegio educación infantil y primaria ""la estrella"".",-1
POINT (-0.8582708470481749 41.6602756389104),"Centro Público Integrado ""La Jota"".",,school,,,,,Calle de Balbino Orensanz,5,,,,,-0.8582708470481749,41.6602756389104,-95543,4637622,"centro público integrado ""la jota"".",-1
POINT (-0.8565043704396405 41.656603609848),"Colegio Educación Infantil y Primaria ""Vadorrey-Les Allées""",,school,,,,,Calle de Alfonso Zapater Cerdán,,50014.0,,,,-0.8565043704396405,41.656603609848,-95346,4637213,"colegio educación infantil y primaria ""vadorrey-les allées""",-1
POINT (-0.8550290536887359 41.65336010181602),"Club Deportivo ""Unión La Jota Vadorrey""",,,,,,sports_centre,,,,,,,-0.8550290536887359,41.65336010181602,-95182,4636852,"club deportivo ""unión la jota vadorrey""",-1
POINT (-0.861812171700176 41.65935196030284),Alcampo,supermarket,,,,,,,,,Alcampo,,,-0.861812171700176,41.65935196030284,-95937,4637519,alcampo,-1
POINT (-0.858683686087987 41.66302551658485),Parque Royo del Rabal,,,,,,park,,,,,,,-0.858683686087987,41.66302551658485,-95589,4637928,parque royo del rabal,-1
POINT (-0.8556723185758809 41.656302752691765),Parque de Vadorrey,,,,,,park,,,,,,,-0.8556723185758809,41.656302752691765,-95253,4637180,parque de vadorrey,-1
POINT (-0.8574023147959666 41.65575030317641),"Jardines ""Jesús Gracia""",,,,,,park,,,,,,,-0.8574023147959666,41.65575030317641,-95446,4637118,"jardines ""jesús gracia""",-1
POINT (-0.9869145315624015 41.67751512030911),Centro Neuropsiquiátrico Nuestra Señora del Carmen,,hospital,,,,,,,,,,,-0.9869145315624015,41.67751512030911,-109863,4639541,centro neuropsiquiátrico nuestra señora del carmen,-1
POINT (-0.8917958428232131 41.6218142772763),Club de Tiro,,,,,,sports_centre,,,,,,,-0.8917958428232131,41.6218142772763,-99275,4633340,club de tiro,-1
POINT (-0.8768917536528685 41.64652728644948),"Instituto de Educación Secundaria ""Medina Albaida""",,school,,,,,Calle de José Luis Pomarón,4,50008.0,,Centro Público. Gobierno de Aragón,,-0.8768917536528685,41.64652728644948,-97616,4636091,"instituto de educación secundaria ""medina albaida""",-1
POINT (-0.8892490117720367 41.64729403866556),Biblioteca de Aragón,,library,,,,,Calle de Doctor Cerrada,22,50005.0,,,,-0.8892490117720367,41.64729403866556,-98991,4636177,biblioteca de aragón,255
POINT (-0.877988293137418 41.649456531758375),CP Gascón y Marín,,school,,,,,Plaza de los Sitios,4,50001.0,,,,-0.877988293137418,41.649456531758375,-97738,4636418,cp gascón y marín,-1
POINT (-0.8772776795668671 41.64157594189611),Colegio de Educación Infantil y Primaria Miraflores,,school,,,,,Calle de Uncastillo,1,,,,,-0.8772776795668671,41.64157594189611,-97659,4635540,colegio de educación infantil y primaria miraflores,-1
POINT (-0.9088416404449199 41.62353880419885),Stadium Casablanca,,,,,,sports_centre,,,,,,,-0.9088416404449199,41.62353880419885,-101172,4633532,stadium casablanca,45
POINT (-0.9094656052410265 41.62337678235328),Pabellón polideportivo Eduardo Lastrada,,,,,,sports_centre,,,,,,,-0.9094656052410265,41.62337678235328,-101242,4633514,pabellón polideportivo eduardo lastrada,-1
POINT (-0.9063562487238838 41.62268942099571),C. Sagrada Familia,,school,,,,,Paseo Infantes de España,4,,,,,-0.9063562487238838,41.62268942099571,-100896,4633438,c. sagrada familia,-1
POINT (-0.9055911432467114 41.633716409206066),Colegio Romareda,,school,,,,,Calle de Pedro IV el Ceremonioso,1,50009.0,,Agustinos Recoletos,,-0.9055911432467114,41.633716409206066,-100810,4634665,colegio romareda,-1
POINT (-0.8906956308172362 41.635988734489146),Colegio Escuelas Pías,,school,,,,,,,,,,,-0.8906956308172362,41.635988734489146,-99152,4634918,colegio escuelas pías,-1
POINT (-0.8893200398952236 41.63518798884187),Instituto de Educación Secundaria Miguel Servet,,school,,,,,Paseo de Ruiseñores,49,50006.0,,,,-0.8893200398952236,41.63518798884187,-98999,4634829,instituto de educación secundaria miguel servet,-1
POINT (-0.888488037303492 41.63913671049955),Padres Escolapios,,school,,,,,,,,,,,-0.888488037303492,41.63913671049955,-98906,4635269,padres escolapios,-1
POINT (-0.8863700016095044 41.637972930730434),C. Nuestra Señora de la Merced,,college,,,,,Paseo de Ruiseñores,1,,,,,-0.8863700016095044,41.637972930730434,-98671,4635139,c. nuestra señora de la merced,-1
POINT (-0.8837876148003908 41.65148443477633),Colegio Santa Rosa,,school,,,,,Calle Azoque,33,,,,,-0.8837876148003908,41.65148443477633,-98383,4636643,colegio santa rosa,-1
POINT (-0.9133644690903893 41.6524598053492),Pabellón Deportivo Municipal Monsalud,,,,,,sports_centre,Calle de Julián Sanz Ibáñez,,,,,,-0.9133644690903893,41.6524598053492,-101676,4636752,pabellón deportivo municipal monsalud,-1
POINT (-0.8746113155540844 41.6700306827435),,,,,,,park,,,,,,,-0.8746113155540844,41.6700306827435,-97362,4638708,,-1
POINT (-0.876936016922845 41.646272299514486),Pabellón IES Medina Albaida,,,,,,sports_centre,,,,,,,-0.876936016922845,41.646272299514486,-97621,4636063,pabellón ies medina albaida,-1
POINT (-0.8783580285037773 41.64659691450929),,,,,,,sports_centre,,,,,,,-0.8783580285037773,41.64659691450929,-97779,4636099,,-1
POINT (-0.8779762923139391 41.64799087344639),Colegio Cantín y Gamboa,,school,,,,,Calle de Moret,4,,,,,-0.8779762923139391,41.64799087344639,-97736,4636254,colegio cantín y gamboa,-1
POINT (-0.8902639356449964 41.63623834094803),Colegio Pompiliano,,school,,,,,,,,,,,-0.8902639356449964,41.63623834094803,-99104,4634946,colegio pompiliano,-1
POINT (-0.8862501198517113 41.63796016493729),,,school,,,,,,,,,,,-0.8862501198517113,41.63796016493729,-98657,4635138,,-1
POINT (-0.8883548000391016 41.63911512822926),Colegio Calasancio,,school,,,,,,,,,,,-0.8883548000391016,41.63911512822926,-98892,4635266,colegio calasancio,-1
POINT (-0.9063692426471928 41.622336765401904),,,,,,,sports_centre,,,,,,,-0.9063692426471928,41.622336765401904,-100897,4633399,,-1
POINT (-0.9032567470389467 41.63334233354931),polideportivo,,,,,,sports_centre,,,,,,,-0.9032567470389467,41.63334233354931,-100551,4634624,polideportivo,-1
POINT (-0.9054347500000001 41.63330665),,,,,,,sports_centre,,,,,,,-0.9054347500000001,41.63330665,-100793,4634620,,-1
POINT (-0.9181429434295403 41.62893666653862),,,restaurant,,,,,,,,,,,-0.9181429434295403,41.62893666653862,-102208,4634133,,-1
POINT (-0.9231060999999992 41.63103329999999),CDM Mudéjar,,,,,,sports_centre,,,,,,,-0.9231060999999992,41.63103329999999,-102760,4634367,cdm mudéjar,-1
POINT (-0.9230780958823026 41.63129603945769),,,,,,,sports_centre,,,,,,,-0.9230780958823026,41.63129603945769,-102757,4634396,,39
POINT (-0.877477044647732 41.64194489568946),Colegio de Primaria Miraflores,,school,,,,,,,,,,,-0.877477044647732,41.64194489568946,-97681,4635581,colegio de primaria miraflores,-1
POINT (-0.8811084124350418 41.64564905925834),Colegio Nuestra Señora del Carmen,,school,,,,,Calle de Santa Joaquina de Vedruna,15,50008.0,,,,-0.8811084124350418,41.64564905925834,-98085,4635994,colegio nuestra señora del carmen,-1
POINT (-0.9180702268693157 41.62936749554951),,,,,,,sports_centre,,,,,,,-0.9180702268693157,41.62936749554951,-102200,4634181,,-1
POINT (-0.8666471437740855 41.65117542021951),Escuela Infantil Parque Bruil,,school,,,,,,,,,,,-0.8666471437740855,41.65117542021951,-96475,4636609,escuela infantil parque bruil,-1
POINT (-0.8754842016180553 41.68868813672026),Centro de Salud Parque Goya,,,,doctor,,,Calle Eugenio Lucas,31,50018.0,,,,-0.8754842016180553,41.68868813672026,-97459,4640785,centro de salud parque goya,50
POINT (-0.9110159789602202 41.654621831560924),Colegio de Educación Infantil y Primaria Ana Mayayo,,school,,,,,,,,,,,-0.9110159789602202,41.654621831560924,-101414,4636993,colegio de educación infantil y primaria ana mayayo,-1
POINT (-0.9123055240134554 41.64700694809134),Centro Cívico Terminillo,,community_centre,,,,,,,,,,,-0.9123055240134554,41.64700694809134,-101558,4636145,centro cívico terminillo,-1
POINT (-0.9114787604897308 41.64699424551371),Biblioteca Manuel Alvar,,library,,,,,,,,,,,-0.9114787604897308,41.64699424551371,-101466,4636143,biblioteca manuel alvar,-1
POINT (-0.8978745081420346 41.63636077271451),Estación del Trenecito del Parque Grande,,,attraction,,,,,,,,,,-0.8978745081420346,41.63636077271451,-99951,4634960,estación del trenecito del parque grande,-1
POINT (-0.8981108417625961 41.63658629605718),Museo de Zaragoza: Sección de Etnología,,,museum,,,,,,,,,,-0.8981108417625961,41.63658629605718,-99978,4634985,museo de zaragoza: sección de etnología,-1
POINT (-0.8984925577154866 41.63611829030346),Museo de Zaragoza: Sección Cerámica,,,museum,,,,,,,,,,-0.8984925577154866,41.63611829030346,-100020,4634933,museo de zaragoza: sección cerámica,-1
POINT (-0.898717694199024 41.63047443040229),Colegio Público de Educación Especial Rincón de Goya,,school,,,,,Calle de Rincón de Goya,4,,,,,-0.898717694199024,41.63047443040229,-100045,4634304,colegio público de educación especial rincón de goya,-1
POINT (-0.8847062481086435 41.607621007273394),Decathlon,sports,,,,,,,,,Decathlon,,,-0.8847062481086435,41.607621007273394,-98485,4631760,decathlon,-1
POINT (-0.8874927185485306 41.60772790863273),Intu Puerto Venecia,mall,,,,,,Travesía Jardines Reales,7,50021.0,,,,-0.8874927185485306,41.60772790863273,-98796,4631772,intu puerto venecia,26
POINT (-0.8880439454027531 41.60857409271297),Intu Puerto Venecia,mall,,,,,,,,,,,,-0.8880439454027531,41.60857409271297,-98857,4631866,intu puerto venecia,25
POINT (-0.8864799711199343 41.60820070274451),Saona,,restaurant,,,,,Puerto Venecia,,50021.0,,,,-0.8864799711199343,41.60820070274451,-98683,4631825,saona,-1
POINT (-0.9211196083034541 41.62233106299952),Plaza de El Cantor de Jazz,,,,,,park,,,,,,,-0.9211196083034541,41.62233106299952,-102539,4633398,plaza de el cantor de jazz,-1
POINT (-0.8875864862860486 41.609341063542246),El Corte Inglés,department_store,,,,,,,,,El Corte Inglés,,,-0.8875864862860486,41.609341063542246,-98806,4631952,el corte inglés,-1
POINT (-0.8815789624544419 41.65087987616035),El Corte Inglés,department_store,,,,,,,,,El Corte Inglés,,,-0.8815789624544419,41.65087987616035,-98137,4636576,el corte inglés,-1
POINT (-0.8890824257974193 41.644905468332865),Montessori,,school,,,,,,,,,,,-0.8890824257974193,41.644905468332865,-98973,4635911,montessori,-1
POINT (-0.8803361155625916 41.63462756588459),Harinera ZGZ,,community_centre,,,,,,,,,,,-0.8803361155625916,41.63462756588459,-97999,4634767,harinera zgz,-1
POINT (-0.90050975041971 41.65537997560022),Instituto de Educación Secundaria El Portillo,,school,,,,,,,,,,,-0.90050975041971,41.65537997560022,-100245,4637077,instituto de educación secundaria el portillo,-1
POINT (-0.879258439707237 41.60894489875072),La Casa de la Colina,,,,,company,,,,,,,,-0.879258439707237,41.60894489875072,-97879,4631908,la casa de la colina,-1
POINT (-0.8764853139714451 41.61840161139234),Lidl,supermarket,,,,,,,,,Lidl,,,-0.8764853139714451,41.61840161139234,-97570,4632960,lidl,54
POINT (-0.8717429551195912 41.660113476452985),Centro Civico Estación del Norte,,community_centre,attraction,,,,Calle de Perdiguera,7,,,,,-0.8717429551195912,41.660113476452985,-97042,4637604,centro civico estación del norte,-1
POINT (-0.8838190261570602 41.67353270870115),Fremap,,clinic,,clinic,,,Calle de Pablo Ruiz Picasso,4,,,,,-0.8838190261570602,41.67353270870115,-98387,4639098,fremap,-1
POINT (-0.851123841255993 41.68957361357368),Instituto Municipal de Salud Publica,,,,,government,,Carretera Cogullada,,,,,,-0.851123841255993,41.68957361357368,-94747,4640883,instituto municipal de salud publica,-1
POINT (-0.9209193928224764 41.64195017122905),Complejo Deportivo Alto Carabinas,,,,,,sports_centre,Calle del Monasterio Nuestra Señora de los Ángeles,,50012.0,,,,-0.9209193928224764,41.64195017122905,-102517,4635582,complejo deportivo alto carabinas,-1
POINT (-0.9385821003222508 41.660208882160575),Centro de Salud Miralbueno-Garrapinillos,,clinic,,clinic,,,Ronda Ibón de Plan,75,,,,,-0.9385821003222508,41.660208882160575,-104483,4637614,centro de salud miralbueno-garrapinillos,43
POINT (-0.9243441552393626 41.650774636182156),El Túnel Oliver,,arts_centre,,,,,,,,,,,-0.9243441552393626,41.650774636182156,-102898,4636564,el túnel oliver,-1
POINT (-0.9397761598425737 41.660186840662),Instituto de Educación Secundaria Miralbueno. Escuela de Hostelería.,,school,,,,,Calle de Vistabella,8,,,,,-0.9397761598425737,41.660186840662,-104616,4637612,instituto de educación secundaria miralbueno. escuela de hostelería.,43
POINT (-0.9282092605453123 41.632091410442136),La Salle Santo Ángel,,school,,,,,,,,,,,-0.9282092605453123,41.632091410442136,-103328,4634484,la salle santo ángel,-1
POINT (-0.8701196984865709 41.67337222239544),TOPI. Escuela de Hostelería. Fundación Picarral.,,school,,,,,,,,,,,-0.8701196984865709,41.67337222239544,-96862,4639080,topi. escuela de hostelería. fundación picarral.,-1
POINT (-0.9330397095943217 41.656399562109335),Colegio Público Miralbueno,,school,,,,,Calle del Ibón de Astún,5,,,,,-0.9330397095943217,41.656399562109335,-103866,4637190,colegio público miralbueno,-1
POINT (-0.9229741008770724 41.65753134761825),Opel Zavisa,car_repair,,,,,,,,,Opel,Opel,,-0.9229741008770724,41.65753134761825,-102745,4637316,opel zavisa,-1
POINT (-0.8772622496837157 41.656910674757505),Club Náutico Tres Mares,,restaurant,,,,,,,,,,,-0.8772622496837157,41.656910674757505,-97657,4637247,club náutico tres mares,-1
POINT (-0.9154884928505274 41.646853904915154),Colegio Padre Enrique de Ossó,,school,,,,,Calle de Enrique de Ossó,2-4,,,,,-0.9154884928505274,41.646853904915154,-101912,4636128,colegio padre enrique de ossó,-1
POINT (-0.9150305005173589 41.64809906795606),Colegio de Educación Infantil y Primaria Ciudad de Zaragoza,,school,,,,,Calle del Escultor Palao,17,,,,,-0.9150305005173589,41.64809906795606,-101861,4636266,colegio de educación infantil y primaria ciudad de zaragoza,-1
POINT (-0.9040115298821909 41.65332764952675),Colegio de Educación Infantil y Primaria Emilio Moreno Calvete,,school,,,,,Paseo de Calanda,13,,,,,-0.9040115298821909,41.65332764952675,-100635,4636848,colegio de educación infantil y primaria emilio moreno calvete,-1
POINT (-0.9134123068827504 41.65321562447915),Colegio de Educación Infantil y Primaria Monsalud,,school,,,,,Calle de Marianela García Villas,1,,,,,-0.9134123068827504,41.65321562447915,-101681,4636836,colegio de educación infantil y primaria monsalud,-1
POINT (-0.9168657151987541 41.65390500989877),Instituto de Educación Secundaria Félix de Azara,,school,,,,,,,,,,,-0.9168657151987541,41.65390500989877,-102065,4636913,instituto de educación secundaria félix de azara,-1
POINT (-0.8889417487893309 41.67531459317829),Fitness Park,,,,,,fitness_centre,,,,,,,-0.8889417487893309,41.67531459317829,-98957,4639296,fitness park,73
POINT (-0.886289885468515 41.67531041664208),Centro de Salud Actur Norte,,clinic,,clinic,,,Calle Cineasta Carlos Saura,20,50018.0,,Gobierno de Aragón,,-0.886289885468515,41.67531041664208,-98662,4639296,centro de salud actur norte,-1
POINT (-0.8985308225103986 41.644839490420935),Colegio La Purísima para niños sordos,,school,,,,,Calle de Corona de Aragón,54,50009.0,,,,-0.8985308225103986,41.644839490420935,-100024,4635904,colegio la purísima para niños sordos,-1
POINT (-0.9005283416064078 41.62628345554369),Colegio Santa Maria Del Pilar,,school,,,,,Paseo Reyes de Aragón,5-7,,,,,-0.9005283416064078,41.62628345554369,-100247,4633838,colegio santa maria del pilar,-1
POINT (-0.9049214955532864 41.626891365851016),,,school,,,,,Paseo Reyes de Aragón,21,50012.0,,,,-0.9049214955532864,41.626891365851016,-100736,4633906,,45
POINT (-0.904241637180323 41.627364836043355),,,,,,,sports_centre,,,,,,,-0.904241637180323,41.627364836043355,-100660,4633958,,45
POINT (-0.9062878270873986 41.6278391775025),Colegio Madre María Rosa Molas,,school,,,,,Vía Ibérica,25,,,,,-0.9062878270873986,41.6278391775025,-100888,4634011,colegio madre maría rosa molas,45
POINT (-0.9100997413439169 41.627866797645126),Colegio Sansueña,,school,,,,,,,,,,,-0.9100997413439169,41.627866797645126,-101312,4634014,colegio sansueña,45
POINT (-0.9098099796388219 41.627016991919994),ESIC Business Marketing School,,university,,,,,Vía Ibérica,28-34,,,,,-0.9098099796388219,41.627016991919994,-101280,4633920,esic business marketing school,45
POINT (-0.9150522472585875 41.65717384334584),Automoción Aragonesa Volkswagen,car,,,,,,Avenida de Navarra,135,50017.0,Volkswagen,,,-0.9150522472585875,41.65717384334584,-101864,4637277,automoción aragonesa volkswagen,-1
POINT (-0.9150125528429693 41.65659480499027),Exe Plaza Delicias,,,hotel,,,,,,,Exe Hotels,,,-0.9150125528429693,41.65659480499027,-101859,4637212,exe plaza delicias,-1
POINT (-0.8702627226865691 41.63627846428987),,,school,,,,,,,,,,,-0.8702627226865691,41.63627846428987,-96878,4634951,,102
POINT (-0.8709546508975631 41.63580494524051),,,school,,,,,,,,,,,-0.8709546508975631,41.63580494524051,-96955,4634898,,102
POINT (-0.8723505760515842 41.681147827155925),Colegio Público Parque Goya,,school,,,,,Calle de El Coloso,5,,,,,-0.8723505760515842,41.681147827155925,-97110,4639945,colegio público parque goya,56
POINT (-1.1091303579598353 41.756367629901504),Casa del Azud de Almozara,,,attraction,,,,,,,,,,-1.1091303579598353,41.756367629901504,-123468,4648319,casa del azud de almozara,-1
POINT (-0.8233911996662764 41.66600364660488),Plaza Cadiera,,,,,,park,,,,,,,-0.8233911996662764,41.66600364660488,-91660,4638260,plaza cadiera,-1
POINT (-0.8603038326023208 41.67043119875585),First Stop,car_repair,,,,,,,,,First Stop,,,-0.8603038326023208,41.67043119875585,-95769,4638752,first stop,-1
POINT (-0.8380653786835196 41.66867691774058),Eroski,supermarket,,,,,,,,,Eroski,,,-0.8380653786835196,41.66867691774058,-93293,4638557,eroski,20
POINT (-0.8716766376947548 41.67346318397175),Jardines de la Concordia,,,,,,park,,,,,,,-0.8716766376947548,41.67346318397175,-97035,4639090,jardines de la concordia,64
POINT (-0.8738436176401084 41.687387896466504),Centro de Educación Especial Jean Piaget,,school,,,,,Avenida Las Majas de Goya,12,50018.0,,,,-0.8738436176401084,41.687387896466504,-97276,4640640,centro de educación especial jean piaget,50
POINT (-0.873052774723365 41.68937426738371),Instituto de Educación Secundaria Clara Campoamor Rodríguez,,school,,,,,Calle Eugenio Lucas,,50018.0,,,,-0.873052774723365,41.68937426738371,-97188,4640861,instituto de educación secundaria clara campoamor rodríguez,-1
POINT (-0.8788242769992474 41.688997916607775),Colegio de Educación Infantil y Primaria Ronda Norte - Catalina de Aragón,,school,,,,,,,50018.0,,,,-0.8788242769992474,41.688997916607775,-97831,4640819,colegio de educación infantil y primaria ronda norte - catalina de aragón,-1
POINT (-0.8728400719707539 41.68841794697656),Colegio de Educación Infantil y Primaria Agustina de Aragón,,school,,,,,Calle Eugenio Lucas,14,50018.0,,,,-0.8728400719707539,41.68841794697656,-97165,4640755,colegio de educación infantil y primaria agustina de aragón,50
POINT (-0.9302057500000003 41.65182775),Centro de Salud Oliver,,clinic,,clinic,,,,,,,,,-0.9302057500000003,41.65182775,-103551,4636681,centro de salud oliver,-1
POINT (-0.7558982788655562 41.77769983847794),,,,,,,sports_centre,,,,,,,-0.7558982788655562,41.77769983847794,-84147,4650694,,-1
POINT (-0.7970891913399193 41.76225878242679),Centro Cívico Peñaflor,,community_centre,,,,,,,,,,,-0.7970891913399193,41.76225878242679,-88732,4648975,centro cívico peñaflor,1
POINT (-0.7964523746241047 41.762089645320074),Casa de Juventud,,community_centre,,,,,,,,,,,-0.7964523746241047,41.762089645320074,-88661,4648956,casa de juventud,1
POINT (-0.9642083552156263 41.67968673221343),Casa Royo,,restaurant,,,,,,,,,,,-0.9642083552156263,41.67968673221343,-107336,4639783,casa royo,15
POINT (-0.8701419662733352 41.6617435212957),Jardines Aguilar de Ebro,,,,,,park,,,,,,,-0.8701419662733352,41.6617435212957,-96864,4637785,jardines aguilar de ebro,88
POINT (-0.8695466502162105 41.66080301926314),,,,,,,park,,,,,,,-0.8695466502162105,41.66080301926314,-96798,4637681,,88
POINT (-0.9493610827325597 41.639019072723784),Hospital Viamed Montecanal,,hospital,,hospital,,,Calle Franz Schubert,2,50012.0,,,,-0.9493610827325597,41.639019072723784,-105683,4635256,hospital viamed montecanal,17
POINT (-0.9472896500000001 41.63890395),,,,,,,park,,,,,,,-0.9472896500000001,41.63890395,-105452,4635243,,17
POINT (-0.9702180139272211 41.70194928765039),Pabellon Deportivo Municipal Monzalbarba,,,,,,sports_centre,Calle de Santa Ana,,,,,,-0.9702180139272211,41.70194928765039,-108005,4642261,pabellon deportivo municipal monzalbarba,9
POINT (-0.9714293119111554 41.70039084972084),Colegio Público Fernández Vizarra,,school,,,,,,,,,,,-0.9714293119111554,41.70039084972084,-108140,4642088,colegio público fernández vizarra,9
POINT (-1.0091040877729702 41.666936653582525),Casa Justo,,restaurant,,,,,,,,,,,-1.0091040877729702,41.666936653582525,-112333,4638363,casa justo,7
POINT (-0.8941037630908015 41.65228779688472),CaixaForum Zaragoza,,,museum,,,,Avenida de José Anselmo Clavé,4,50004.0,,"Obra Social ""La Caixa""",,-0.8941037630908015,41.65228779688472,-99532,4636733,caixaforum zaragoza,-1
POINT (-0.942610045398106 41.65849537626231),Plaza de las Peñetas,,,,,,park,,,,,,,-0.942610045398106,41.65849537626231,-104931,4637424,plaza de las peñetas,43
POINT (-0.9048751812872714 41.65949900392743),Centro de Salud Almozara,,clinic,,clinic,,,Avenida de la Autonomía,5,,,,,-0.9048751812872714,41.65949900392743,-100731,4637535,centro de salud almozara,-1
POINT (-0.9444037116634783 41.659573457069556),,,,,,,park,,,,,,,-0.9444037116634783,41.659573457069556,-105131,4637544,,43
POINT (-0.9430608973242983 41.65954407864087),Parque Paco Lacasa,,,,,,park,,,,,,,-0.9430608973242983,41.65954407864087,-104982,4637540,parque paco lacasa,43
POINT (-0.9283977669231175 41.659316434249554),Jardin Lagos e Ibones del Pirineo,,,,,,park,,,,,,,-0.9283977669231175,41.659316434249554,-103349,4637515,jardin lagos e ibones del pirineo,-1
POINT (-0.8916583756405934 41.66359542251733),Jardín de las Víctimas del Atentado del Hotel Corona de Aragón,,,,,,park,,,,,,,-0.8916583756405934,41.66359542251733,-99259,4637991,jardín de las víctimas del atentado del hotel corona de aragón,-1
POINT (-0.8889966683385354 41.659263096223555),Parque San Pablo,,,,,,park,,,,,,,-0.8889966683385354,41.659263096223555,-98963,4637509,parque san pablo,-1
POINT (-0.8979563508794788 41.66446357006272),Sociedad Deportiva Tiro de Pichón,,,,,,sports_centre,,,,,,,-0.8979563508794788,41.66446357006272,-99961,4638088,sociedad deportiva tiro de pichón,-1
POINT (-0.9306296336704089 41.64277757560189),Parque Alto Carabinas,,,,,,park,,,,,,,-0.9306296336704089,41.64277757560189,-103598,4635674,parque alto carabinas,40
