geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Zaragoza_hdbscan_5_5
POINT (-0.9559062 41.6776703),Ducati Service Zaragoza,motorcycle,,,,,,,,,,,,-0.9559062,41.6776703,-106411,4639558,ducati service zaragoza,15
POINT (-0.9573594 41.6797296),Ecogrúas,car_repair,,,,,,Calle Zuera,23,,,,,-0.9573594,41.6797296,-106573,4639787,ecogrúas,15
POINT (-0.9585846 41.6782031),Encuadernaciones Rada,signs,,,,,,,,,,,,-0.9585846,41.6782031,-106710,4639618,encuadernaciones rada,15
POINT (-0.9575641 41.6781201),Fontasa,hardware,,,,,,,,,,,,-0.9575641,41.6781201,-106596,4639608,fontasa,15
POINT (-0.9559413 41.6792448),Helados Gesán,beverages,,,,,,,,,,,,-0.9559413,41.6792448,-106415,4639734,helados gesán,15
POINT (-0.9587834 41.6779978),Ilunor,hardware,,,,,,,,,,,,-0.9587834,41.6779978,-106732,4639595,ilunor,15
POINT (-0.9574325 41.67705),La Ocasión del Sofá,furniture,,,,,,,,,,,,-0.9574325,41.67705,-106581,4639489,la ocasión del sofá,15
POINT (-0.9576986 41.67781),Label & Tag,copyshop,,,,,,Calle Alfajarín,7,,,,,-0.9576986,41.67781,-106611,4639574,label & tag,15
POINT (-0.9570086 41.6767989),Lámparas Liderlamp,lighting,,,,,,,,,,,,-0.9570086,41.6767989,-106534,4639461,lámparas liderlamp,15
POINT (-0.9630903 41.6814657),Matilsa Alquiler de herramientas,hardware,,,,,,,,,,,,-0.9630903,41.6814657,-107211,4639981,matilsa alquiler de herramientas,15
POINT (-0.9595933 41.678024),Mercamueble,furniture,,,,,,,,,,,,-0.9595933,41.678024,-106822,4639598,mercamueble,15
POINT (-0.956839 41.6767159),Muebles JP,furniture,,,,,,,,,,,,-0.956839,41.6767159,-106515,4639452,muebles jp,15
POINT (-0.9608711 41.6788102),OK sofás,furniture,,,,,,,,,,,,-0.9608711,41.6788102,-106964,4639685,ok sofás,15
POINT (-0.958953 41.6778603),Orcal,hardware,,,,,,Calle Zuera,4,,,,,-0.958953,41.6778603,-106751,4639579,orcal,15
POINT (-0.9574647 41.6784696),Pompas fúnebres Aragón,funeral_directors,,,,,,,,,,,,-0.9574647,41.6784696,-106585,4639647,pompas fúnebres aragón,15
POINT (-0.9583448 41.6787884),Productor Imán,hardware,,,,,,,,,,,,-0.9583448,41.6787884,-106683,4639683,productor imán,15
POINT (-0.9584676 41.6786705),Promoaral,hardware,,,,,,,,,,,,-0.9584676,41.6786705,-106697,4639670,promoaral,15
POINT (-0.9573945 41.6787491),Repuestos automoción Miguel,car_parts,,,,,,,,,,,,-0.9573945,41.6787491,-106577,4639678,repuestos automoción miguel,15
POINT (-0.9576284 41.6771418),Restaurante El Jardincillo,,restaurant,,,,,,,,,,,-0.9576284,41.6771418,-106603,4639499,restaurante el jardincillo,15
POINT (-0.9573039 41.6769954),Salón Internacional,furniture,,,,,,,,,,,,-0.9573039,41.6769954,-106567,4639483,salón internacional,15
POINT (-0.9571986 41.6794741),Sedag,hardware,,,,,,,,,,,,-0.9571986,41.6794741,-106555,4639759,sedag,15
POINT (-0.9629938 41.6815312),Sofás. Centro de oportunidades.,furniture,,,,,,,,,,,,-0.9629938,41.6815312,-107200,4639988,sofás. centro de oportunidades.,15
POINT (-0.9566197 41.6783014),Talleres y Grúas Brualla,car_repair,,,,,,,,,,,,-0.9566197,41.6783014,-106491,4639629,talleres y grúas brualla,15
POINT (-0.9570787 41.6795942),Transportes Sesé,,,,,company,,,,,,,,-0.9570787,41.6795942,-106542,4639772,transportes sesé,15
POINT (-0.9570232 41.6800441),Uneted,hardware,,,,,,Calle Zuera,23,,,,,-0.9570232,41.6800441,-106536,4639823,uneted,15
POINT (-0.9573624 41.6775895),Urante,,,,,company,,,,,,,,-0.9573624,41.6775895,-106574,4639549,urante,15
POINT (-0.9629295 41.680114),Comunicaciones y Control Electrónico,,,,,company,,,,,,,,-0.9629295,41.680114,-107193,4639830,comunicaciones y control electrónico,15
POINT (-0.8911328 41.6444937),Crêperie Gala,,cafe,,,,,,,,,,,-0.8911328,41.6444937,-99201,4635865,crêperie gala,198
POINT (-0.8912557 41.6443685),La Silla,furniture,,,,,,,,,,,,-0.8912557,41.6443685,-99215,4635851,la silla,198
POINT (-0.8910924 41.6445444),Astilo,kitchen,,,,,,,,,,,,-0.8910924,41.6445444,-99196,4635871,astilo,198
POINT (-0.9134941 41.6596139),SIXT,,car_rental,,,,,,,,SIXT,,,-0.9134941,41.6596139,-101690,4637548,sixt,65
POINT (-0.913538 41.6595098),Avis Budget,,car_rental,,,,,,,,,,,-0.913538,41.6595098,-101695,4637537,avis budget,65
POINT (-0.9135088 41.6595583),Alamo Enterprise National,,car_rental,,,,,,,,,,,-0.9135088,41.6595583,-101692,4637542,alamo enterprise national,65
POINT (-0.9105854 41.6591292),Bar 360,,cafe,,,,,,,,,,,-0.9105854,41.6591292,-101366,4637494,bar 360,-1
POINT (-0.9135262 41.6599456),,,cafe,,,,,,,,,,,-0.9135262,41.6599456,-101694,4637585,,65
POINT (-0.9129965 41.6598022),Eurostars Zaragoza,,,hotel,,,,,,,Eurostars Hotel Company,Eurostars,,-0.9129965,41.6598022,-101635,4637569,eurostars zaragoza,65
POINT (-0.8926224 41.6413289),Martín Martín,convenience,,,,,,Calle San Juan de la Cruz,11,50006.0,Martín Martín,,,-0.8926224,41.6413289,-99367,4635513,martín martín,-1
POINT (-0.885601 41.644549),Tarín,jewelry,,,,,,,,,,,,-0.885601,41.644549,-98585,4635871,tarín,290
POINT (-0.8691707 41.6377366),+3D Servicios de impresión,copyshop,,,,,,,,,,,,-0.8691707,41.6377366,-96756,4635113,+3d servicios de impresión,-1
POINT (-0.8855418 41.6447025),Mulaya,clothes,,,,,,,,,,,,-0.8855418,41.6447025,-98579,4635888,mulaya,290
POINT (-0.8855473 41.64466),Reija,clothes,,,,,,,,,,,,-0.8855473,41.64466,-98579,4635884,reija,290
POINT (-0.8927399 41.6429129),Carlos Reula,shoes,,,,,,,,,,,,-0.8927399,41.6429129,-99380,4635689,carlos reula,301
POINT (-0.8925589 41.6431023),Bankinter,,bank,,,,,,,,Bankinter,,,-0.8925589,41.6431023,-99360,4635710,bankinter,301
POINT (-0.8764351 41.6499793),Desenredo,hairdresser,,,,,,,,,,,,-0.8764351,41.6499793,-97565,4636476,desenredo,-1
POINT (-0.8764034 41.6500825),Gris Perla,clothes,,,,,,,,,,,,-0.8764034,41.6500825,-97561,4636487,gris perla,240
POINT (-0.9014812 41.6702734),KPMG,,,,,company,,,,,,,,-0.9014812,41.6702734,-100353,4638735,kpmg,52
POINT (-0.9002498 41.6706352),Nologin,,,,,company,,,,,,,,-0.9002498,41.6706352,-100216,4638775,nologin,52
POINT (-0.8767106 41.6728745),BonÀrea,supermarket,,,,,,,,,BonÀrea,,,-0.8767106,41.6728745,-97595,4639024,bonàrea,67
POINT (-0.876688 41.6726736),Galería China,gift,,,,,,,,,,,,-0.876688,41.6726736,-97593,4639002,galería china,67
POINT (-0.8917847 41.6409424),,tobacco,,,,,,,,,,,,-0.8917847,41.6409424,-99273,4635470,,309
POINT (-0.8918325 41.6409565),D Cuero,shoes,,,,,,,,,,,,-0.8918325,41.6409565,-99279,4635471,d cuero,309
POINT (-0.8919658 41.6409812),Dia,supermarket,,,,,,,,,Dia,,,-0.8919658,41.6409812,-99294,4635474,dia,309
POINT (-0.9089686 41.6590198),,,,viewpoint,,,,,,,,,,-0.9089686,41.6590198,-101186,4637482,,-1
POINT (-0.8897374 41.6452031),Oh my cut!,hairdresser,,,,,,,,,,,,-0.8897374,41.6452031,-99046,4635944,oh my cut!,256
POINT (-0.8911615 41.6444434),Decoración Josefina,curtain,,,,,,,,,,,,-0.8911615,41.6444434,-99204,4635859,decoración josefina,198
POINT (-0.8892762 41.6453918),Centro Médico Zaragoza,,doctors,,,,,,,,,,,-0.8892762,41.6453918,-98994,4635965,centro médico zaragoza,256
POINT (-0.8877909 41.6451066),Martín Martín,convenience,,,,,,,,,Martín Martín,,,-0.8877909,41.6451066,-98829,4635933,martín martín,286
POINT (-0.8878278 41.6449563),Superzapa,shoes,,,,,,,,,,,,-0.8878278,41.6449563,-98833,4635917,superzapa,286
POINT (-0.8876746 41.6449394),Genevieve Lethu,houseware,,,,,,,,,,,,-0.8876746,41.6449394,-98816,4635915,genevieve lethu,286
POINT (-0.8902975 41.6454615),Garras,shoes,,,,,,,,,,,,-0.8902975,41.6454615,-99108,4635973,garras,269
POINT (-0.8897982 41.6451343),Skunkfunk,clothes,,,,,,,,,,,,-0.8897982,41.6451343,-99052,4635936,skunkfunk,256
POINT (-0.8889488 41.6452946),Girasol,clothes,,,,,,,,,,,,-0.8889488,41.6452946,-98958,4635954,girasol,-1
POINT (-0.8916833 41.6447597),Bar Marly,,pub,,,,,,,,,,,-0.8916833,41.6447597,-99262,4635895,bar marly,262
POINT (-0.8901156 41.6455419),Administración de lotería 13,lottery,,,,,,,,,,,,-0.8901156,41.6455419,-99088,4635982,administración de lotería 13,269
POINT (-0.888037 41.6449742),Masa Madre,bakery,,,,,,,,,,,,-0.888037,41.6449742,-98856,4635919,masa madre,-1
POINT (-0.8916021 41.6448487),Omiu,clothes,,,,,,,,,,,,-0.8916021,41.6448487,-99253,4635905,omiu,262
POINT (-0.8876008 41.6450807),Almau,greengrocer,,,,,,,,,,,,-0.8876008,41.6450807,-98808,4635930,almau,286
POINT (-0.8902116 41.6454976),Kalaina,hairdresser,,,,,,Gran Vía de Santiago Ramón y Cajal,36,,,,,-0.8902116,41.6454976,-99098,4635977,kalaina,269
POINT (-0.8884263 41.6450455),,vacant,,,,,,,,,,,,-0.8884263,41.6450455,-98900,4635926,,270
POINT (-0.8882535 41.644991),Ayera,antiques,,,,,,,,,,,,-0.8882535,41.644991,-98880,4635920,ayera,270
POINT (-0.8876917 41.6450891),B The Travel Brand,travel_agency,,,,,,,,,,,,-0.8876917,41.6450891,-98818,4635931,b the travel brand,286
POINT (-0.8874361 41.6441828),Papelería Cervantes,stationery,,,,,,,,,,,,-0.8874361,41.6441828,-98789,4635830,papelería cervantes,294
POINT (-0.8879041 41.6441638),Viajes Samoa,travel_agency,,,,,,,,,,,,-0.8879041,41.6441638,-98841,4635828,viajes samoa,294
POINT (-0.8880677 41.6437161),Art Caffe,,fast_food,,,,,Calle del Arzobispo Domenech,23,,,,,-0.8880677,41.6437161,-98860,4635778,art caffe,294
POINT (-0.8880813 41.6436522),Pescados Escobar,seafood,,,,,,Calle del Arzobispo Doménech,23,,,,,-0.8880813,41.6436522,-98861,4635771,pescados escobar,294
POINT (-0.8873705 41.6446998),Latido verde,boutique,,,,,,Calle Mariano Royo Urieta,22,,,,,-0.8873705,41.6446998,-98782,4635888,latido verde,286
POINT (-0.8874392 41.6445686),Xabiero Bernalli,hairdresser,,,,,,Calle Mariano Royo Urieta,24,,,,,-0.8874392,41.6445686,-98790,4635873,xabiero bernalli,286
POINT (-0.8871405 41.6445049),Paracelso,,doctors,,,,,,,,,,,-0.8871405,41.6445049,-98756,4635866,paracelso,-1
POINT (-0.8878021 41.6441585),Vida Digital,computer,,,,,,,,,,,,-0.8878021,41.6441585,-98830,4635828,vida digital,294
POINT (-0.8880303 41.6441678),Fruteria Uzair,greengrocer,,,,,,,,,,,,-0.8880303,41.6441678,-98856,4635829,fruteria uzair,294
POINT (-0.8873179 41.6448642),Ukys,clothes,,,,,,Calle Mariano Royo Urieta,20,,,,,-0.8873179,41.6448642,-98776,4635906,ukys,286
POINT (-0.8879065 41.6440637),Ecomputer,computer,,,,,,Calle de Miguel de Cervantes,17,,,,,-0.8879065,41.6440637,-98842,4635817,ecomputer,294
POINT (-0.8879659 41.6441576),Barlovento,seafood,,,,,,,,,,,,-0.8879659,41.6441576,-98848,4635828,barlovento,294
POINT (-0.8871691 41.6446982),Nortempo,,,,,employment_agency,,Calle Mariano Royo Urieta,19,,,,,-0.8871691,41.6446982,-98760,4635888,nortempo,286
POINT (-0.8874887 41.6439755),Helena Moor,hairdresser,,,,,,Calle de Miguel de Cervantes,11,,,,,-0.8874887,41.6439755,-98795,4635807,helena moor,-1
POINT (-0.8875681 41.6440015),Ceydes,,doctors,,,,,Calle de Miguel de Cervantes,11,,,,,-0.8875681,41.6440015,-98804,4635810,ceydes,294
POINT (-0.8876595 41.644135),Clínica del pie. Podólogo. Capacés Viamonte.,,doctors,,,,,Calle de Miguel de Cervantes,14,,,,,-0.8876595,41.644135,-98814,4635825,clínica del pie. podólogo. capacés viamonte.,294
POINT (-0.8880715 41.6437652),Nube,clothes,,,,,,Calle del Arzobispo Doménech,21,,,,,-0.8880715,41.6437652,-98860,4635784,nube,294
POINT (-0.8863997 41.6093062),Apple Store,electronics,,,,,,,,,Apple Store,Apple,,-0.8863997,41.6093062,-98674,4631948,apple store,25
POINT (-0.8882396 41.6435202),Alcázar,,cafe,,,,,,,,,,,-0.8882396,41.6435202,-98879,4635757,alcázar,294
POINT (-0.8921294 41.6428871),Fundación José Antonio Labordeta,,,,,foundation,,,,,,,,-0.8921294,41.6428871,-99312,4635686,fundación josé antonio labordeta,-1
POINT (-0.9093645 41.6503831),Encurtidos Manuel Martín,greengrocer,,,,,,Vía Univérsitas,60,50017.0,,,,-0.9093645,41.6503831,-101230,4636521,encurtidos manuel martín,-1
POINT (-0.8703853 41.6485425),El Rincón,confectionery,,,,,,,,,El Rincón,,,-0.8703853,41.6485425,-96891,4636316,el rincón,110
POINT (-0.8704413 41.6488194),Electrodomésticos Pina,kitchen,,,,,,,,,,,,-0.8704413,41.6488194,-96898,4636347,electrodomésticos pina,110
POINT (-0.8879262 41.6493741),Marbid,florist,,,,,,,,,,,,-0.8879262,41.6493741,-98844,4636408,marbid,216
POINT (-0.8879911 41.6493379),Trendy,hairdresser,,,,,,,,,,,,-0.8879911,41.6493379,-98851,4636404,trendy,216
POINT (-0.9195514 41.6502896),Rodi Car Services,car_repair,,,,,,,,,,,,-0.9195514,41.6502896,-102364,4636510,rodi car services,-1
POINT (-0.8861158 41.6541978),Federico Ozanam,,,,,foundation,,,,,,,,-0.8861158,41.6541978,-98642,4636945,federico ozanam,-1
POINT (-0.8922483 41.6428485),Britannia,,school,,,,,,,,,,,-0.8922483,41.6428485,-99325,4635682,britannia,301
POINT (-0.8921622 41.6425749),Muscle Planet,nutrition_supplements,,,,,,,,,,,,-0.8921622,41.6425749,-99315,4635651,muscle planet,-1
POINT (-0.8934584 41.6414854),Golate,bakery,,,,,,,,,,,,-0.8934584,41.6414854,-99460,4635530,golate,-1
POINT (-0.8733268 41.6526555),Birosta,,restaurant,,,,,,,,,,,-0.8733268,41.6526555,-97219,4636774,birosta,-1
POINT (-0.8719242 41.6528446),La casa de los dibujos,,school,,,,,,,,,,,-0.8719242,41.6528446,-97063,4636795,la casa de los dibujos,-1
POINT (-0.9046514 41.6545066),Marugán,greengrocer,,,,,,,,,,,,-0.9046514,41.6545066,-100706,4636980,marugán,132
POINT (-0.8921011 41.6425568),Brise de Mer,hairdresser,,,,,,,,,,,,-0.8921011,41.6425568,-99309,4635649,brise de mer,-1
POINT (-0.9105444 41.6512705),Bar Pinocho,,restaurant,,,,,,,,,,,-0.9105444,41.6512705,-101362,4636619,bar pinocho,162
POINT (-0.8860288 41.6417517),Leonardo,hairdresser,,,,,,,,,,,,-0.8860288,41.6417517,-98633,4635560,leonardo,-1
POINT (-0.9110259 41.6560505),Adracar,,car_rental,,,,,,,,,,,-0.9110259,41.6560505,-101415,4637152,adracar,104
POINT (-0.8917056 41.6423685),Adaix World Group,,,,,estate_agent,,,,50006.0,,,,-0.8917056,41.6423685,-99265,4635628,adaix world group,310
POINT (-0.8638902 41.6353058),Trek,sports,,,,,,,,,,,,-0.8638902,41.6353058,-96168,4634842,trek,-1
POINT (-0.8839803 41.6451435),Parfois,fashion_accessories,,,,,,,,,Parfois,,,-0.8839803,41.6451435,-98405,4635937,parfois,-1
POINT (-0.8845161 41.645655),Comejamón,deli,restaurant,,,,,Paseo de las Damas,7,,,,,-0.8845161,41.645655,-98464,4635994,comejamón,293
POINT (-0.8972748 41.6379663),El Paraíso,funeral_directors,,,,,,,,,,,,-0.8972748,41.6379663,-99885,4635138,el paraíso,-1
POINT (-0.8753807 41.6499248),El museo de la tortilla,,restaurant,,,,,,,,,,,-0.8753807,41.6499248,-97447,4636470,el museo de la tortilla,272
POINT (-0.899933 41.6483451),Somport,,cafe,,,,,,,,,,,-0.899933,41.6483451,-100181,4636294,somport,188
POINT (-0.8838776 41.6541934),Davia,,cafe,,,,,,,,,,,-0.8838776,41.6541934,-98393,4636945,davia,-1
POINT (-0.8724783 41.6461932),Los perfumes,gift,,,,,,,,,,,,-0.8724783,41.6461932,-97124,4636054,los perfumes,185
POINT (-0.8954392 41.6379429),Funeraria Cesaraugusta,,,,,company,,,,,,,,-0.8954392,41.6379429,-99680,4635136,funeraria cesaraugusta,233
POINT (-0.884606 41.6533582),Pasta & Pizza,deli,,,,,,,,,,,,-0.884606,41.6533582,-98474,4636852,pasta & pizza,-1
POINT (-0.8927951 41.6562392),Albacar,bicycle,,,,,,,,,,,,-0.8927951,41.6562392,-99386,4637173,albacar,-1
POINT (-0.8768224 41.6509344),La Algodonera,curtain,,,,,,,,,,,,-0.8768224,41.6509344,-97608,4636582,la algodonera,-1
POINT (-0.8751084 41.6427926),La Plaza de DIA,supermarket,,,,,,,,,La Plaza de DIA,Dia,,-0.8751084,41.6427926,-97417,4635676,la plaza de dia,-1
POINT (-0.8910467 41.6555337),Mundo animal Liso,pet,,,,,,,,,,,,-0.8910467,41.6555337,-99191,4637094,mundo animal liso,148
POINT (-0.8910988 41.6556077),Liso Armería,weapons,,,,,,,,,,,,-0.8910988,41.6556077,-99197,4637102,liso armería,148
POINT (-0.8911905 41.6556237),El Mahdi,hairdresser,,,,,,,,,,,,-0.8911905,41.6556237,-99207,4637104,el mahdi,148
POINT (-0.8754329 41.6427798),Townhouse,clothes,,,,,,,,,,,,-0.8754329,41.6427798,-97453,4635674,townhouse,-1
POINT (-0.8925047 41.6427831),Cebado,hairdresser,,,,,,,,,,,,-0.8925047,41.6427831,-99354,4635675,cebado,301
POINT (-0.8841003 41.6725868),Civera,car_repair,,,,,,,,,,,,-0.8841003,41.6725868,-98418,4638992,civera,-1
POINT (-0.893209 41.6356547),Fremap,,doctors,,doctor,,,,,,,,,-0.893209,41.6356547,-99432,4634881,fremap,-1
POINT (-0.9063657 41.6622457),Lidl,supermarket,,,,,,,,,Lidl,,,-0.9063657,41.6622457,-100897,4637841,lidl,-1
POINT (-0.8856134 41.6443273),Espumosos,,cafe,,,,,,,,,,,-0.8856134,41.6443273,-98586,4635847,espumosos,290
POINT (-0.8788768 41.6526928),Pronovias,clothes,,,,,,,,,,,,-0.8788768,41.6526928,-97837,4636778,pronovias,303
POINT (-0.8744008 41.6593535),Opticalia,optician,,,,,,,,,Opticalia,,,-0.8744008,41.6593535,-97338,4637519,opticalia,93
POINT (-0.8743513 41.6398574),Decoraciones Sanz,houseware,,,,,,,,,,,,-0.8743513,41.6398574,-97333,4635349,decoraciones sanz,194
POINT (-0.8741491 41.6400547),,,taxi,,,,,,,,,,,-0.8741491,41.6400547,-97310,4635371,,194
POINT (-0.8763067 41.6501351),Mail Boxes,stationery,,,,,,,,,,,,-0.8763067,41.6501351,-97550,4636493,mail boxes,-1
POINT (-0.9046669 41.6546101),Pasa & pesa,greengrocer,,,,,,,,,,,,-0.9046669,41.6546101,-100708,4636991,pasa & pesa,132
POINT (-0.8848965 41.6492106),San Remo,,pub,,,,,,,,,,,-0.8848965,41.6492106,-98507,4636390,san remo,264
POINT (-0.8698471 41.6534897),Energía Solar Aragón,,,,,company,,,,,,,,-0.8698471,41.6534897,-96831,4636866,energía solar aragón,-1
POINT (-0.8965549 41.6385235),Luis Vives,,cafe,,,,,,,,,,,-0.8965549,41.6385235,-99804,4635200,luis vives,235
POINT (-0.8908827 41.6555563),Lesly,hairdresser,,,,,,,,,,,,-0.8908827,41.6555563,-99173,4637097,lesly,148
POINT (-0.8925184 41.6562109),Cabrera,bicycle,,,,,,,,,,,,-0.8925184,41.6562109,-99355,4637169,cabrera,-1
POINT (-0.8937472 41.6719921),Clarel,chemist,,,,,,,,,Clarel,,,-0.8937472,41.6719921,-99492,4638926,clarel,-1
POINT (-0.8935368 41.6721385),Picasso 51,,cafe,,,,,Calle de Pablo Ruiz Picasso,,,,,,-0.8935368,41.6721385,-99469,4638942,picasso 51,-1
POINT (-0.8796354 41.6524039),Misson,clothes,,,,,,,,,,,,-0.8796354,41.6524039,-97921,4636746,misson,328
POINT (-0.8880365 41.6492841),Le Petit Croissant,bakery,,,,,,Calle Hernán Cortés,3,,,,,-0.8880365,41.6492841,-98856,4636398,le petit croissant,216
POINT (-0.8932465 41.6445486),Pilar Alda,art,,,,,,,,,,,,-0.8932465,41.6445486,-99436,4635871,pilar alda,279
POINT (-0.898563 41.6605325),El Jardín,florist,,,,,,,,,,,,-0.898563,41.6605325,-100028,4637650,el jardín,107
POINT (-0.8865809 41.6268846),Mármoles y Granitos Alfonso Serrano,,,,,company,,,,,,,,-0.8865809,41.6268846,-98694,4633905,mármoles y granitos alfonso serrano,-1
POINT (-0.9046039 41.6542616),Basket,,cafe,,,,,,,,,,,-0.9046039,41.6542616,-100701,4636952,basket,132
POINT (-0.8891265 41.6722673),Consulta Veterinaria,pet,,,,,,,,,,,,-0.8891265,41.6722673,-98978,4638957,consulta veterinaria,83
POINT (-0.8819631 41.6507182),Mango,clothes,,,,,,,,,Mango,,,-0.8819631,41.6507182,-98180,4636558,mango,-1
POINT (-0.8704771 41.6489244),Clínica Veterinaria Parque Bruil,pet,,,,,,,,,,,,-0.8704771,41.6489244,-96902,4636358,clínica veterinaria parque bruil,110
POINT (-0.9022371 41.6531051),Cuchillería Martínez,hardware,,,,,,,,,,,,-0.9022371,41.6531051,-100437,4636824,cuchillería martínez,143
POINT (-0.8976893 41.6455283),Carnicerías Lahoz,butcher,,,,,,,,,,,,-0.8976893,41.6455283,-99931,4635980,carnicerías lahoz,268
POINT (-0.9274727 41.6454865),Arvesa,car,,,,,,,,,Nissan,,,-0.9274727,41.6454865,-103246,4635976,arvesa,-1
POINT (-0.8938957 41.6563241),Wilcox,,,,,company,,,,,,,,-0.8938957,41.6563241,-99508,4637182,wilcox,154
POINT (-0.9246643 41.6461686),Teka,,,,,company,,,,,,,,-0.9246643,41.6461686,-102934,4636051,teka,-1
POINT (-0.8863842 41.6429437),Clínica Frontela,,doctors,,,,,,,,,,,-0.8863842,41.6429437,-98672,4635692,clínica frontela,-1
POINT (-0.8891329 41.6718963),Peluquería Tiffany's estilistas,hairdresser,,,,,,Calle Poetisa María Zambrano,36,50018.0,,,,-0.8891329,41.6718963,-98978,4638915,peluquería tiffany's estilistas,83
POINT (-0.8796395 41.6466232),RE/MAX,,,,,estate_agent,,,,,RE/MAX,,,-0.8796395,41.6466232,-97921,4636102,re/max,285
POINT (-0.8781454 41.6450299),Nationale Nederlanden,,,,,insurance,,Avenida de Cesáreo Alierta,24,,NN,,,-0.8781454,41.6450299,-97755,4635925,nationale nederlanden,246
POINT (-0.876742 41.6449224),El Rápido,dry_cleaning,,,,,,,,,,,,-0.876742,41.6449224,-97599,4635913,el rápido,186
POINT (-0.8837114 41.6503141),Gavilla,,cafe,,,,,,,,,,,-0.8837114,41.6503141,-98375,4636513,gavilla,249
POINT (-0.9019065 41.6395198),Naya,hairdresser,,,,,,,,,,,,-0.9019065,41.6395198,-100400,4635311,naya,112
POINT (-0.8768866 41.6449755),Larhibi,beauty,,,,,,,,,,,,-0.8768866,41.6449755,-97615,4635919,larhibi,186
POINT (-0.8828238 41.6507317),Parfois,fashion_accessories,,,,,,,,,Parfois,,,-0.8828238,41.6507317,-98276,4636559,parfois,249
POINT (-0.896164 41.6454466),Begoña Moreno,shoes,,,,,,,,,,,,-0.896164,41.6454466,-99761,4635971,begoña moreno,213
POINT (-0.8942064 41.6482264),Desiesta,furniture,,,,,,,,,,,,-0.8942064,41.6482264,-99543,4636281,desiesta,232
POINT (-0.8942426 41.6485254),Estanco 113,tobacco,,,,,,,,,,,,-0.8942426,41.6485254,-99547,4636314,estanco 113,232
POINT (-0.8956355 41.6443147),Dormitienda,bed,,,,,,,,,,,,-0.8956355,41.6443147,-99702,4635845,dormitienda,267
POINT (-0.8815694 41.6431012),Imco,furniture,,,,,,,,,,,,-0.8815694,41.6431012,-98136,4635710,imco,212
POINT (-0.9018356 41.6394792),Estanco 30,tobacco,,,,,,,,,,,,-0.9018356,41.6394792,-100392,4635307,estanco 30,112
POINT (-0.8817737 41.6429308),Caixabank,,bank,,,,,,,,Caixabank,,,-0.8817737,41.6429308,-98159,4635691,caixabank,-1
